topology_id,source_path,num_vertices,num_pairs,num_ndds,num_arcs,max_cycle,max_chain,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_feasible_candidates,num_exchange_candidates,num_chains_len1,num_chains_len2,num_chains_len3,num_chains_len4,candidate_conflict_edges,candidate_conflict_density,mean_conflict_degree,max_conflict_degree,num_conflict_components,largest_conflict_component_fraction,num_vertices_in_any_candidate,fraction_vertices_in_any_candidate,mean_candidates_per_vertex,max_candidates_per_vertex,topology_hash,arc_order_hash,feasible_set_hash,template_path
G-252,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-252.json,22,20,2,57,3,4,0,0,0,9,9,9,5,3,1,0,26,0.7222222222222222,5.777777777777778,7,1,1.0,6,0.2727272727272727,1.0454545454545454,6,0ef0bc4c7035bb30812652d81fce8d2ca6e15dd087047b82ab548da33ab02818,48c045f903e9e92fd51c64abd9f5634528af5cb71aeca96aad89c6662fc146d0,c842b0341028cf12b5ada76f65d425d0355abfc405cf848b60d01cbcbcc480b5,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-252/template.json
G-253,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-253.json,22,20,2,32,3,4,0,0,0,4,4,4,2,2,0,0,3,0.5,1.5,2,1,1.0,5,0.22727272727272727,0.45454545454545453,2,6d2bf4b91992f049b388729c8f8fdf032f1fcc09b1f6311de4acf18cff3d5f7c,81c4eb73819106dba3ff841409965ce8cfbe67246416bc459d22936b938d6299,754ec1a8bcb7e76513740be3e63a64815f776efd726046ff7d6d3333d9962fff,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-253/template.json
G-254,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-254.json,22,20,2,38,3,4,0,0,0,10,10,10,8,2,0,0,27,0.6,5.4,7,1,1.0,8,0.36363636363636365,1.0,7,6bd478fe902cd3370999dd8a42dee5edc301ae05566bc299caa641804af3f12d,5ab4b612d97b46f37c3b5dea39da4a7613bfcc9f5a13cc5e7a8214aeee838809,35442d173603410da1347604371511d9531aa8cf445bdfdf8e55365783dea5a8,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-254/template.json
G-255,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-255.json,22,20,2,37,3,4,0,0,0,20,20,20,7,8,4,1,131,0.6894736842105263,13.1,16,1,1.0,9,0.4090909090909091,2.6818181818181817,14,457bdf1b27f8a8243523a807fc9d283e3f341ba67461a25c55f51b637a5a8124,51af5179566763356943725941e46bcc04cc2141f19d83d1cef9893a86809561,0bac3b0045af05253b2414b6d31532f810c27e0e28acb4b2c2dbdee92a8d415f,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-255/template.json
G-256,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-256.json,22,20,2,55,3,4,1,2,3,41,44,44,6,5,12,18,836,0.8837209302325582,38.0,43,1,1.0,12,0.5454545454545454,7.863636363636363,38,b579da5b6f7535ce54c1a808ca2d2d8df92b632995d82d1a49292cf715783f10,d384ebaaca6ae00fcceb86f507f36cb7761915f092b5d5e981752a4ce882b869,4b3da17e2cfdb4f79f24cd7679530e1b45637cd5456f4a864acdd9e2a37497b9,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-256/template.json
G-257,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-257.json,22,20,2,48,3,4,1,1,2,37,39,39,8,10,11,8,683,0.921727395411606,35.02564102564103,38,1,1.0,11,0.5,6.136363636363637,33,82d6e9fe557f86ea75d04f76fc6d3569d891d3ca7c9f2e0fb9f186d5a576912c,312ee40664746e6bcd205c63acf5bf3fc678eb853f0b017f9dfb4f1e28ea1044,f13ecf7c91086fee5843877475870cfc6c5a83a350e67428fb3245d6e46ec7cc,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-257/template.json
G-258,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-258.json,22,20,2,23,3,4,0,0,0,10,10,10,4,2,4,0,30,0.6666666666666666,6.0,8,1,1.0,10,0.45454545454545453,1.3636363636363635,8,ac5b6636c1e3d90980577ba8846f0bdd6d89b0c62ec58ce8aec2a16c4239312a,3e6cd40598f59d3c4f65f5342dbfb1de5bab1b98599fb182a5a0b0ba7e7b16db,75ada45b34341e5eb2402839c51c79c202f9e3bbb4b7f373b3c5a2236c198c8c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-258/template.json
G-259,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-259.json,22,20,2,38,3,4,0,0,0,16,16,16,9,5,2,0,90,0.75,11.25,13,1,1.0,9,0.4090909090909091,1.8636363636363635,13,0fb32cfe0220ba47dcd5641b23627a82b092e21d079e705476e0d311ebb6d6ec,e59db3d498fe494d779ea6add1f54136fea5efc62aa2b54ff9ec702a55120392,ae6b65e6b08a19d7eeab2a1e7fa881c99254185ae38cada0374da273ca47dec5,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-259/template.json
G-260,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-260.json,22,20,2,22,3,4,0,0,0,7,7,7,7,0,0,0,11,0.5238095238095238,3.142857142857143,4,1,1.0,7,0.3181818181818182,0.6363636363636364,4,e33754d487683ae8a4d9259fd5b9143ebf2b94b7ba1ec46f5ec091a6a301b75c,d191b293512588b74c92c04d24b773409f853023d47bfda3282f61950af095b6,bd50602536be4745da76126be941ce96e6ece89d0a24bf81ffda4255c5369956,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-260/template.json
G-261,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-261.json,22,20,2,36,3,4,0,0,0,8,8,8,5,3,0,0,19,0.6785714285714286,4.75,6,1,1.0,7,0.3181818181818182,0.8636363636363636,6,bd9a035ff95562488ebb8c11d0c7b362bee920d4db7ba603a9ab2554c025df15,d0d5c8bb4a5c84fa3264f5976a8062ed8386a6f6ff815fd36eeb49bf27b3f25e,a9c89aa75a68e427eb9d1fc4d4db25c667cbfb6abde691a86cee75173165052f,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-261/template.json
G-262,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-262.json,22,20,2,41,3,4,2,1,3,31,34,34,4,7,10,10,511,0.910873440285205,30.058823529411764,33,1,1.0,9,0.4090909090909091,5.7272727272727275,26,cc67b759905e682841342244739ce98b4c3a9640ca5f23d51cf17b7e08f9d743,a2d608111f36e06c2eebd9c5532dc36c6eed18e3ea256b714e7682079c53449c,f98928eed23cf9d1896b0b42d86cdd8a5a92baba5967c49fbbe12f8c61afd1ef,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-262/template.json
G-263,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-263.json,22,20,2,16,3,4,0,0,0,4,4,4,3,1,0,0,3,0.5,1.5,2,2,0.75,6,0.2727272727272727,0.4090909090909091,3,8e256c01564314121703a396af7c819b83a1c7fdf9434939d1ded8ca35b5809e,21cc67ac9fee6b1f6581dc02c94fb97747a91580c5973b5977233715f296dc89,12bdf2f9c9ac2d936e2c0409a32223119f0b809fc113d3a336dd0121bf31aa22,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-263/template.json
G-264,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-264.json,22,20,2,17,3,4,0,0,0,6,6,6,4,2,0,0,12,0.8,4.0,5,1,1.0,5,0.22727272727272727,0.6363636363636364,4,80c0f09c16cd11b4c58ecb56cd797451ded0c42c0df7809fe3d24d4c5545d851,be8c10cbd87a38c9d29364035ef99cebdb0b6330b58c2e6f8baf5198085360c8,56cdd5835d3e506e25a2aa67d3de506ecc19f28794c4cc97f6194aa30b2a3092,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-264/template.json
G-265,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-265.json,22,20,2,37,3,4,0,0,0,9,9,9,5,3,1,0,25,0.6944444444444444,5.555555555555555,7,1,1.0,7,0.3181818181818182,1.0454545454545454,7,12cc15cb5ca42777672ffd0ad93e4f8a0c908adcd5db274cd4af0af928399fac,1cc1299e4057d2bfb368315bf6623f682f268f14faccd35411c6b31fe3715859,64409b1fe5e27a805d897cde2e51472f2f7317ab98ac76d2e4d2cd6fd00548f4,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-265/template.json
G-266,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-266.json,22,20,2,39,3,4,0,0,0,28,28,28,5,5,12,6,317,0.8386243386243386,22.642857142857142,27,1,1.0,12,0.5454545454545454,4.681818181818182,22,263d6aeff8449b9204d66d1d795f802c3632fc4be751ae5084d46707a72e0e15,5d229644146cefc7a57d9519874cb49955d787078cf9385abdbdd1bd267cc55e,b8929df33f2d104002c273099332deb64c9b2c49ec9bfcdf13c6aebf0dc98141,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-266/template.json
G-267,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-267.json,22,20,2,42,3,4,0,0,0,6,6,6,4,2,0,0,8,0.5333333333333333,2.6666666666666665,4,1,1.0,6,0.2727272727272727,0.6363636363636364,4,c8567365cdeb38ca0ffe73e3447ae9a8909260afba1f3e1447ab3231aacc952e,0ea7d84a04052400ba85ecdc58cecc06ebdc3c5d4ea487ff0e7d9996f99e13dd,6a888d48cfacb7cc54cb297a4114c4ea11c5bc0573781999802a84821757f32e,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-267/template.json
G-268,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-268.json,22,20,2,18,3,4,0,0,0,9,9,9,6,3,0,0,21,0.5833333333333334,4.666666666666667,6,1,1.0,8,0.36363636363636365,0.9545454545454546,5,5a973bf763792ff22d7b38ba8729c65ba33c6bdbf14f5dfdcf7ada99bfa46dc4,e5623b73e3f59a2be292278c6bae93f5b0c991edefd05afeb82317ef36ca1c57,724b8b57d846cbbf7c5136cf34f72fb8f73c6bc94bb00057a2e88e4e5f26f200,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-268/template.json
G-269,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-269.json,22,20,2,41,3,4,0,0,0,40,40,40,5,10,13,12,676,0.8666666666666667,33.8,39,1,1.0,12,0.5454545454545454,6.909090909090909,32,da40aa023226fbab33dc6c3cbb530fe82f8abcf4d45feaff7b951627a83f7da6,abd2d7b411c6175d67347c423fa504cc6f35be9535383d4e94f156647b87fa80,619b9e104eda44d5d57ff5369e81ee2cb6c88e7814994becf18014b96e4499ea,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-269/template.json
G-270,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-270.json,22,20,2,20,3,4,0,0,0,3,3,3,3,0,0,0,2,0.6666666666666666,1.3333333333333333,2,1,1.0,4,0.18181818181818182,0.2727272727272727,2,cce099b1984d4bd2389028d29482a673fabadb63004bd978ee9f2658f6cb525a,948f85069b0b776cfc95f4d5674903354e162135f85e25c3265ae473b4e7db4a,689f8779dc37393c46fbecd08e0c8f6342d80294b2b198f26d4b0d87dd76c93a,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-270/template.json
G-271,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-271.json,22,20,2,14,3,4,0,0,0,3,3,3,3,0,0,0,1,0.3333333333333333,0.6666666666666666,1,2,0.6666666666666666,5,0.22727272727272727,0.2727272727272727,2,f0156d1f953bc49e9d0efb5582f5c0641d032310920d38125ca69b5525dbcaa6,61c3199f3ad415d8d71322884d43c705bd993007e3d24a2a4efd7617d7f81c14,1d10256f7c011f7af7c2a169fe8963789c831ba40c0a273285e362f1196b963c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-271/template.json
G-272,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-272.json,22,20,2,31,3,4,0,0,0,4,4,4,3,1,0,0,3,0.5,1.5,2,2,0.75,5,0.22727272727272727,0.4090909090909091,3,46099ca22d61c7de0be5e6f55474426715158b5571e1ae9def577ce0d6068f6a,02b6c029e6f2980ac13a5f15f82626d156477e8e22dcc35e27a195d045fe3bc9,09e6c473677b01ee03628d11acef8196b3666e2b0ca71c1c4eb8f26789551358,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-272/template.json
G-273,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-273.json,22,20,2,16,3,4,0,0,0,3,3,3,3,0,0,0,1,0.3333333333333333,0.6666666666666666,1,2,0.6666666666666666,5,0.22727272727272727,0.2727272727272727,2,66903426257fb83b7ba30a6bc9bbe46258f6e91aed8e7b02e6686bd105739a70,2e068294299a850684660e5b56429ace25df70f32400a21e1b7df96fb4c31b32,d8519c55e5480b2ebb0073db964dded38de209c3bcec675241c1be8512cf1c6e,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-273/template.json
G-274,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-274.json,22,20,2,42,3,4,1,0,1,19,20,20,9,8,2,0,149,0.7842105263157895,14.9,18,1,1.0,10,0.45454545454545453,2.3636363636363638,16,eae516fac9e0b3652185dadd2fa0ed478056b06ed07eea8c1c9949daa08652dc,d0e8bd62eeb2b044f7aff8b6cb6e856b7da9358bd820c5e9b29cc40061ab7b37,51ed223cf557c39ac7bd87d22cf87e5406076484fd2a25a29f6a27056c9a7704,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-274/template.json
G-275,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-275.json,22,20,2,28,3,4,0,0,0,4,4,4,2,2,0,0,4,0.6666666666666666,2.0,3,1,1.0,5,0.22727272727272727,0.45454545454545453,3,0245a66e63291fc4e70f94caf988455fa2b43aa63a4fe4325e0d5e6be3b3db02,3beb739e6b41614dda60adf0982fe36bb2361be07f7e7527efe6e3d220bfe0d0,6b3544fc9cba8393c4b1f2c949edd0022516b97f2a55280a7d7ca3f98e69d008,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-275/template.json
G-276,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-276.json,22,20,2,43,3,4,0,0,0,13,13,13,5,6,2,0,66,0.8461538461538461,10.153846153846153,12,1,1.0,8,0.36363636363636365,1.6363636363636365,10,272e945ab9978313bc79de010d212d8cf6f5f37362d7f907315a3a2b5b74f5b4,f3a5b49cbacbcbb5581cf4245e0cf6ec71c68fe05a520f58656c9b657e87de79,1a753dc78d109e86776e9082af0b1a379683cc126b9bacd8c51ec2032064fc45,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-276/template.json
G-277,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-277.json,22,20,2,29,3,4,0,0,0,7,7,7,2,2,2,1,18,0.8571428571428571,5.142857142857143,6,1,1.0,6,0.2727272727272727,1.0454545454545454,6,17bed4fa480bc8949d4389571c89e94db603c9036cac3aefce47be7f85f34859,69a39be0ba51cef44d4f4db84a4713522b3fd687b613d8b1d8fb962786093050,ab7b9a31dba5fc8a30ab93a6367ac3048972e40b257ab003414eb5c6ebce7cbe,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-277/template.json
G-278,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-278.json,22,20,2,38,3,4,2,0,2,14,16,16,4,7,1,2,66,0.55,8.25,11,1,1.0,10,0.45454545454545453,2.1363636363636362,10,8b87332743575ecf3e94f16596a038716c2aa20e02e5cc3576c23da59c437d16,389de30dc886148a6362b73099ca8493ec8dc26507b98e7ad05a1ea3ed6b93a8,e88e410be7a7a76b0d69d1d64b7755e3ab8e76efc91e09cad670ffb7eb4cf67c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-278/template.json
G-279,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-279.json,22,20,2,34,3,4,2,2,4,13,17,17,3,3,3,4,111,0.8161764705882353,13.058823529411764,16,1,1.0,8,0.36363636363636365,2.590909090909091,12,e351347b105099fef65ebb10ee25361bf514ffa475dce0ec82529666b637c644,362ed21da43b8381b7e932b6d307ad1ef72a0544cfc2fbded15cd70f469d25bb,1745eb257761316d1967bdf4e289d777f25a8f0543e9ba54452c9088f5bef0b1,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-279/template.json
G-280,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-280.json,22,20,2,24,3,4,0,0,0,4,4,4,4,0,0,0,4,0.6666666666666666,2.0,3,1,1.0,5,0.22727272727272727,0.36363636363636365,3,ce0e3dd81e58f2284a670839471dbc2abd4c8df6b90ee5d629da8dec9ec4c2a4,df03e0d1f92f5bb48e9b2421826ab55b6e9ad01c05d2a8658600a107c2fff135,5b2c8e6d52dcc076a1da2e689784b94b6183860242d71565dfe0935a38ee5ba2,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-280/template.json
G-281,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-281.json,22,20,2,47,3,4,0,0,0,25,25,25,6,8,8,3,256,0.8533333333333334,20.48,24,1,1.0,10,0.45454545454545453,3.772727272727273,20,fec0bd64b11c356cea75133ec8b3694c2e175a7b2cb4508f6a9bd1af4f8cb8f3,de6ca80b1f1638f1703fb2015c7cd3ded2fd5d9fbe269f9a33bbbed2d82c425a,289b8dddf5b31887a0d96b5946756636a0710b80e96b3dab9bb73545cd801934,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-281/template.json
G-282,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-282.json,22,20,2,30,3,4,0,0,0,25,25,25,5,12,8,0,273,0.91,21.84,24,1,1.0,9,0.4090909090909091,3.5454545454545454,22,165d5a888a7ebd809529356d8150e9d7e5ed864d058b29558a33465a4989d28d,ce1e8f74f4fec0ad0e3fc88bfc93d51dabf7c562ef23af7a992984407f12bf05,7dce4d68d25bc1d648fb5aef7f754ddd902fb64f87ee154285729d4ca4cb2fa3,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-282/template.json
G-283,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-283.json,22,20,2,40,3,4,0,0,0,6,6,6,6,0,0,0,8,0.5333333333333333,2.6666666666666665,4,1,1.0,7,0.3181818181818182,0.5454545454545454,4,86067a39bd034703c97583a6aaec131f0f0a7612fd8d5a9fbb80b85a5386e39b,639e2f5980cd4c2beffd2764d734ebea55008b2e8373ea1390f7964a34de6d18,cd565b264bcee279827f86b1b570d5073b877c421584672269e1994102b18db5,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-283/template.json
G-284,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-284.json,22,20,2,39,3,4,2,0,2,39,41,41,6,12,13,8,676,0.824390243902439,32.97560975609756,40,1,1.0,12,0.5454545454545454,6.545454545454546,28,d0a6799781383a84b728728f2a874385b10bfca54d2a18d94c460a3d852f45cb,037b5a17c7f0b7022455a76336ad2eb15d00ff11b64aec49ff41b679ff471afd,0fe2e43e82e27062f8c1b71a88343bd92f9e52b81b147edd9f718b67bba29c7e,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-284/template.json
G-285,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-285.json,22,20,2,45,3,4,1,3,4,24,28,28,6,4,8,6,309,0.8174603174603174,22.071428571428573,26,2,0.9642857142857143,12,0.5454545454545454,4.409090909090909,23,3108394e6ec034d7e3870a8f901107fbfff821cd5d5fa0bc376f02835b606a9b,4bcd25b504096c815ecb9c5b37b80eaaf693150deb12663a04a3523e1cb6f80f,a08b6882707da5e0019447a6d5ea6c233448bbbd79c53db8a37f6aeb04ff7976,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-285/template.json
G-286,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-286.json,22,20,2,38,3,4,0,0,0,4,4,4,3,1,0,0,3,0.5,1.5,2,2,0.75,5,0.22727272727272727,0.4090909090909091,3,fc6c6c3eebc3bce631cd0887bfc635bd8e038c1be5a49280641f6f9df66beb53,c64f6f3640e6a0b904058851202c092eac7fd2a78f5ac92de72e7e38a99173a4,3eb21ef807eef16c006f7d47e2cf63583fb26875f11615ab5322bae37956c23f,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-286/template.json
G-287,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-287.json,22,20,2,29,3,4,0,0,0,10,10,10,4,2,4,0,34,0.7555555555555555,6.8,8,1,1.0,7,0.3181818181818182,1.3636363636363635,8,2549587e71a24ab4bff60459dbb2db28e9d7d851aa33c0ebbfbc024b6f6a3f72,14e544f536ca7769b9f27d1b989a6d0ac67041fbfea8e7159b103c52f5e909cf,d8545f7d51c48762f8487fb5fcfe004410ef92fcf3bfc3c57a4e2ee281833a3a,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-287/template.json
G-288,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-288.json,22,20,2,38,3,4,0,0,0,8,8,8,5,2,1,0,22,0.7857142857142857,5.5,7,1,1.0,7,0.3181818181818182,0.9090909090909091,7,e02b2e0994084f16161e32ee010fece27114cad8acc79524b1524ae5c5967fac,7e6406ad8495f7dab5e134571eb099e418f4f98b73dcdd50876112329adfd887,263dd03e003ec0e1b4b19371ce69268334c7feb00a3c9fcf73a0dec428f2640d,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-288/template.json
G-289,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-289.json,22,20,2,29,3,4,1,0,1,25,26,26,5,10,7,3,275,0.8461538461538461,21.153846153846153,25,1,1.0,11,0.5,3.8636363636363638,20,5ceb83d628189b9926dc0157706a0d7f9efac0f839993f0dfebacafd8ab5d8f9,e663fb171829fd61b15e4a3e56e2aedd4f68bf3a34bdb0030c44bde26bf1593a,51f741e2a216f98b9f5fb316266addbe75699a0cee8bcabb4816fbf44c100c31,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-289/template.json
G-290,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-290.json,22,20,2,17,3,4,0,0,0,4,4,4,4,0,0,0,3,0.5,1.5,2,2,0.75,6,0.2727272727272727,0.36363636363636365,3,1a509232d99b3e299c9c1de954d642aa89b8dfd6d4022c320c0a91d125f1450a,937f08264a8f1626885b01fdd052d4831dd64d52305968efd2ed555ae90011ee,c38829c66fb621d21322d48be1b91c5927dd25db3f021fb90253dffc62d64812,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-290/template.json
G-291,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-291.json,22,20,2,30,3,4,0,0,0,2,2,2,2,0,0,0,1,1.0,1.0,1,1,1.0,3,0.13636363636363635,0.18181818181818182,2,3c9f3097bb58b9c780d7b5d04f58c3b9b46dcecc606189cf2a9a0169d5018a69,066c174cc797b0c3f6f9269adb194d86aee1c7f3a4699d31ac4395b9d498f133,838140cfe5f5510897755483353a40b62739958b2d6f9ee10f47ee40043eedbb,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-291/template.json
G-292,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-292.json,22,20,2,28,3,4,0,0,0,3,3,3,3,0,0,0,2,0.6666666666666666,1.3333333333333333,2,1,1.0,4,0.18181818181818182,0.2727272727272727,2,24ba299af39d418a1c8c44a01684215e883e5873e1b32c4d21234ee651c84ed5,015005b2cc038d30a755e22e33554bffc9e40abe7dddb6e4885f0d5beaa32e0b,be3a2957c65db83b7bcf3f8a83bf409527147a80f1de9ea51a98922cf7c14341,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-292/template.json
G-293,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-293.json,22,20,2,45,3,4,1,0,1,30,31,31,8,6,12,4,372,0.8,24.0,30,1,1.0,9,0.4090909090909091,4.7272727272727275,19,aecc77ed83370af26032863e63448eac412a4d2f87162ecae3f5e81efa9e04fa,85be2a6b7290eb88b96173d98c47ad550f02e32514f82563fca9ecbb8a6c1b9c,619223a24a789f974afbb1d72f5f9a4ce7beb6d9f4cf52856067d03965affc42,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-293/template.json
G-294,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-294.json,22,20,2,19,3,4,0,0,0,3,3,3,3,0,0,0,2,0.6666666666666666,1.3333333333333333,2,1,1.0,4,0.18181818181818182,0.2727272727272727,2,208a326516245ab1417b7092540b329718bc8ba7a9acc185e08e2858e20fb995,08826fd02a4549973cf325c5c2583cb35013c8e629c5bdba64bbe8f36d1a8a66,e35c4e239ad26e8acd93553f7be4d83d9dd6233afdc6ff27d9546bf533b88c0e,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-294/template.json
G-295,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-295.json,22,20,2,37,3,4,1,1,2,36,38,38,7,9,11,9,632,0.89900426742532,33.26315789473684,37,1,1.0,7,0.3181818181818182,6.136363636363637,28,48de3c0162ed1dcdaaa32f8abe90e1377fe6567f577f0d01ffaf801091f1f820,a9beb9d2ef5f3e27ea6da62790b4a14581f36771685ebb2785586c015e1036fa,c678a6d53778b6fbba9794f3ff41ab9a0ff3a6f56f1f0958f14c1502c5fbee82,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-295/template.json
G-296,dataset/processed/step3_pairs20_ndd2_step2c_poly_d8_mult_eps050_seed20260619/G-296.json,22,20,2,43,3,4,1,0,1,29,30,30,7,7,8,7,364,0.8367816091954023,24.266666666666666,28,1,1.0,9,0.4090909090909091,4.7272727272727275,20,fa5a10bffaa1039f51d986076736dd6d90e3fae29954ef190f73db53dc5f738a,b3218c3708b843d4d19745192ad41d993f77958b71d07d0f011eacf5cf757ac0,d3c56ef005ee2615e9cb6cb4f513129e15e3472f70d5a4a82b53fe45ea822a0c,surrogate_experiment_results/Step3/pairs20_ndd2/data/topologies/G-296/template.json
