topology_id,phase_b_outcome,total_jobs,completed_jobs,success_jobs,skipped_jobs,failed_jobs,metric_jobs,train_seed_min,train_seed_max,train_sample_count,validation_sample_count,test_sample_count,mean_spoplus_improvement_gap,median_spoplus_improvement_gap,std_spoplus_improvement_gap,min_spoplus_improvement_gap,max_spoplus_improvement_gap,max_abs_spoplus_improvement_gap,mean_abs_spoplus_improvement_gap,p10_spoplus_improvement_gap,p90_spoplus_improvement_gap,better_count,worse_count,tied_count,fraction_spoplus_better,fraction_spoplus_worse,fraction_tied,mean_test_gap_2stage,mean_test_gap_spoplus,mean_test_normalized_gap_2stage,mean_test_normalized_gap_spoplus,mean_spoplus_improvement_normalized_gap,mean_success_elapsed_seconds,median_success_elapsed_seconds,phase_b_selection_rank,complexity_bin,structural_type,landscape_regime,screening_score,phase_b_selection_reason,num_exchange_candidates,num_cycles_total,num_3cycles,num_chains_total,candidate_conflict_density,mean_candidates_per_vertex,num_distinct_oracle_solutions,oracle_solution_entropy,dominant_oracle_solution_fraction,fraction_linear_proxy_differs_from_oracle,mean_linear_proxy_normalized_gap_to_oracle,median_top1_top2_margin,mean_pairwise_oracle_jaccard
G-284,helpful,50,50,50,0,0,50,1,50,40,10,1000,8.886624561309814,8.886624561309814,0.0,8.886624561309814,8.886624561309814,8.886624561309814,8.886624561309814,8.886624561309814,8.886624561309814,50,0,0,1.0,0.0,0.0,10.405094612121582,1.5184700508117677,0.14192636547509874,0.021184609588808336,0.12074175588629041,30.7422,30.775,140,rich,cycle_chain,high_variance,0.58303061,quota_rich:cycle_chain:high_variance,41,2,0,39,0.824390243902439,6.545454545454546,6,1.194142449812056,0.58,0.42,0.02322654267671185,3.008099999999999,0.5668856822190156
G-285,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.6827876091003418,0.6827876091003418,0.009897436947266386,0.009897436947266386,0.0,23.421,23.435000000000002,104,medium_rich,cycle_chain,neutral,0.47450599,quota_medium_rich:cycle_chain:neutral,28,4,3,24,0.8174603174603174,4.409090909090909,2,0.6802920001921535,0.58,0.42,0.01066835484801995,1.6438000000000024,0.8359595959595959
G-288,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,7.469987869262696e-05,7.469987869262696e-05,9.8967767754757e-06,9.8967767754757e-06,0.0,19.2742,19.255000000000003,10,sparse_simple,chain_only,easy_control,0.13305727,quota_sparse_simple:chain_only:easy_control,8,0,0,8,0.7857142857142857,0.9090909090909091,1,0.0,1.0,0.0,0.0,0.05830000000000002,1.0
G-295,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.2642641010284423,1.2642641010284423,0.026832825748257856,0.026832825748257856,0.0,27.7524,27.795,93,medium_rich,cycle_chain,high_variance,0.56638781,quota_medium_rich:cycle_chain:high_variance,38,2,1,36,0.89900426742532,6.136363636363637,6,1.0731648399809617,0.67,0.33,0.01968029376259979,2.713849999999997,0.6844163860830528
G-304,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,7.608956295013428,7.608956295013428,0.1375872849212931,0.1375872849212931,0.0,21.8552,21.865000000000002,26,low_medium,cycle_chain,proxy_hard,0.79282646,quota_low_medium:cycle_chain:proxy_hard,18,2,1,16,0.8496732026143791,2.772727272727273,5,1.4688147828325981,0.36,0.93,0.11785125235112216,0.43155000000000143,0.5563732563732564
G-307,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,6.760134078979492,6.760134078979492,0.10298166541704097,0.10298166541704097,0.0,22.3026,22.244999999999997,114,rich,chain_only,proxy_hard,0.75919708,quota_rich:chain_only:proxy_hard,43,0,0,43,0.9568106312292359,8.363636363636363,7,1.6690166373299167,0.28,0.76,0.11661497458691569,1.6235,0.49467532467532466
G-311,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0029337997436523437,0.0029337997436523437,7.21634627505959e-05,7.21634627505959e-05,0.0,21.781399999999998,21.744999999999997,44,low_medium,cycle_chain,easy_control,0.25002563,quota_low_medium:cycle_chain:easy_control,17,2,1,15,0.9485294117647058,2.772727272727273,1,0.0,1.0,0.0,0.0,0.3155500000000089,1.0
G-317,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.4798,27.36,124,rich,cycle_chain,easy_control,0.30307162,quota_rich:cycle_chain:easy_control,43,5,1,38,0.929125138427464,6.590909090909091,1,0.0,1.0,0.0,0.0,3.7864499999999985,1.0
G-323,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.8781828384399414,0.8781828384399414,0.013214732739523165,0.013214732739523165,0.0,27.8962,27.884999999999998,122,rich,cycle_chain,neutral,0.4613267,quota_rich:cycle_chain:neutral,46,4,2,42,0.9516908212560387,8.409090909090908,3,0.5100141347418471,0.82,0.18,0.010932462612563292,3.6844999999999963,0.8085606060606061
G-339,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.2638,26.265,79,medium_rich,cycle_chain,easy_control,0.29037279,quota_medium_rich:cycle_chain:easy_control,35,3,1,32,0.8773109243697479,5.7272727272727275,1,0.0,1.0,0.0,0.0,1.0450500000000034,1.0
G-341,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.6323492813110352,0.6323492813110352,0.01792072039743244,0.01792072039743244,0.0,21.0856,21.085,103,medium_rich,chain_only,high_variance,0.41144609,quota_medium_rich:chain_only:high_variance,22,0,0,22,0.9047619047619048,2.9545454545454546,5,0.9207441810044903,0.65,0.35,0.020640599406038504,2.1837500000000034,0.7208080808080808
G-356,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.2578,23.295,34,low_medium,cycle_chain,easy_control,0.25058899,quota_low_medium:cycle_chain:easy_control,20,2,1,18,0.9052631578947369,3.090909090909091,1,0.0,1.0,0.0,0.0,0.48709999999999987,1.0
G-358,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,3.8582827186584474,3.8582827186584474,0.04050124832381579,0.04050124832381579,0.0,43.8158,43.625,153,extreme,cycle_chain,proxy_hard,0.81962441,quota_extreme:all_available,133,5,2,128,0.8484848484848485,24.863636363636363,7,1.3935200051582597,0.44,0.72,0.04249887403735162,0.2430999999999912,0.6879149851271064
G-364,mixed,50,50,50,0,0,50,1,50,40,10,1000,0.4084877031326294,0.0,1.1061899293570048,0.0,3.4040641927719117,3.4040641927719117,0.4084877031326294,0.0,3.4040641927719117,6,0,44,0.12,0.0,0.88,6.072881293296814,5.664393590164185,0.2064469250142026,0.192514401249092,0.013932523765110595,19.0246,18.985,2,sparse_simple,chain_only,proxy_hard,0.65599335,quota_sparse_simple:chain_only:proxy_hard,7,0,0,7,0.7619047619047619,0.9545454545454546,4,1.1549338889448233,0.4,0.97,0.1984270461288599,1.828899999999999,0.6127474747474747
G-370,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,14.731111446380615,14.731111446380615,0.2565987104957512,0.2565987104957512,0.0,22.8598,22.85,36,low_medium,cycle_chain,proxy_hard,0.73041337,quota_low_medium:cycle_chain:proxy_hard,18,1,0,17,0.6535947712418301,2.272727272727273,7,1.2771692447541962,0.55,0.97,0.2284910965916626,3.5087999999999973,0.6229620009620009
G-371,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.040632801055908205,0.040632801055908205,0.0007473063400166721,0.0007473063400166721,0.0,22.2608,22.215,97,medium_rich,cycle_chain,proxy_aligned,0.30395396,quota_medium_rich:cycle_chain:proxy_aligned,34,5,1,29,0.8431372549019608,5.909090909090909,2,0.056001534354847345,0.99,0.01,0.001869791495108534,0.8397500000000093,0.992
G-374,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,9.109842182159424,9.109842182159424,0.21997836490798459,0.21997836490798459,0.0,19.0646,19.05,12,sparse_simple,chain_only,proxy_hard,0.62248564,quota_sparse_simple:chain_only:proxy_hard,8,0,0,8,0.8928571428571429,0.9545454545454546,4,0.9583268285158423,0.68,0.93,0.22840844032215138,2.735899999999999,0.5828619528619529
G-382,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.1096364822387694,1.1096364822387694,0.022881877460168495,0.022881877460168495,0.0,25.5416,25.515,30,low_medium,cycle_chain,neutral,0.42685906,quota_low_medium:cycle_chain:neutral,14,2,1,12,0.7252747252747253,1.9545454545454546,2,0.6687480868518094,0.61,0.39,0.027191265988831412,2.511800000000001,0.8397979797979798
G-383,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.5093919219970704,1.5093919219970704,0.027245607129481236,0.027245607129481236,0.0,20.2252,20.23,58,low_medium,cycle_chain,high_variance,0.48139312,quota_low_medium:cycle_chain:high_variance,11,1,0,10,0.7272727272727273,1.6363636363636365,4,1.1684229913257704,0.56,0.44,0.023388718138135388,1.8579499999999953,0.7257239057239057
G-384,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.9578082895278931,0.9578082895278931,0.04365670864221425,0.04365670864221425,0.0,19.3188,19.255000000000003,16,sparse_simple,chain_only,neutral,0.35541321,quota_sparse_simple:chain_only:neutral,5,0,0,5,0.7,0.5,2,0.6881388137135884,0.55,0.45,0.043094373143114324,1.7615999999999996,0.6666666666666666
G-385,helpful,50,50,50,0,0,50,1,50,40,10,1000,1.3416328955078132,2.096301399230958,1.0062246716308598,0.0,2.096301399230958,2.096301399230958,1.3416328955078132,0.0,2.096301399230958,32,0,18,0.64,0.0,0.36,13.009787616729737,11.668154721221924,0.13250804411074976,0.11841010509556674,0.014097939015183024,44.7902,44.84,143,extreme,cycle_chain,proxy_hard,0.96334772,quota_extreme:all_available,151,6,4,145,0.9396026490066225,28.227272727272727,8,1.3860648390551629,0.52,1.0,0.13471517079157422,1.7503500000000116,0.5656114121568667
G-396,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,16.478538585662843,16.478538585662843,0.14909492814855416,0.14909492814855416,0.0,38.9744,38.93,144,extreme,cycle_chain,proxy_hard,0.94535374,quota_extreme:all_available,93,16,9,77,0.9074333800841514,17.181818181818183,5,1.021277001151575,0.65,0.96,0.16466700274326096,0.20929999999999893,0.6426272986272986
G-398,helpful,50,50,50,0,0,50,1,50,40,10,1000,11.525841526031494,11.525841526031494,0.0,11.525841526031494,11.525841526031494,11.525841526031494,11.525841526031494,11.525841526031494,11.525841526031492,50,0,0,1.0,0.0,0.0,11.525841526031494,0.0,0.13156121131341778,0.0,0.13156121131341778,27.92,27.89,89,medium_rich,cycle_chain,easy_control,0.2829351,quota_medium_rich:cycle_chain:easy_control,40,3,1,37,0.7858974358974359,6.7272727272727275,1,0.0,1.0,0.0,0.0,7.064949999999996,1.0
G-400,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.001411895751953125,0.001411895751953125,2.3222781429406997e-05,2.3222781429406997e-05,0.0,30.2364,30.270000000000003,129,rich,cycle_chain,proxy_aligned,0.37711853,quota_rich:cycle_chain:proxy_aligned,76,4,0,72,0.9252631578947368,13.090909090909092,2,0.056001534354847345,0.99,0.01,2.8081526319374882e-08,0.7203500000000034,0.992
G-408,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.7342,20.775,80,medium_rich,chain_only,easy_control,0.14076528,quota_medium_rich:chain_only:easy_control,21,0,0,21,0.861904761904762,3.3181818181818183,1,0.0,1.0,0.0,0.0,13.689450000000004,1.0
G-424,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,7.12354377746582,7.12354377746582,0.21784717310574253,0.21784717310574253,0.0,19.0152,18.96,22,sparse_simple,chain_only,proxy_hard,0.61292078,quota_sparse_simple:chain_only:proxy_hard,8,0,0,8,0.5357142857142857,0.8181818181818182,4,1.2757288134166311,0.45,0.82,0.2017483143493905,1.856399999999999,0.45545454545454545
G-456,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.1401163864135742,0.1401163864135742,0.0015208236333052315,0.0015208236333052315,0.0,32.8828,32.91,159,extreme,cycle_chain,proxy_aligned,0.43862601,quota_extreme:all_available,108,4,2,104,0.8795430944963655,18.954545454545453,2,0.1985152433458726,0.95,0.05,0.0019398305915502231,1.298650000000002,0.957351290684624
G-458,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.6433764162063599,0.6433764162063599,0.033488231034137624,0.033488231034137624,0.0,20.584600000000002,20.54,50,low_medium,cycle_chain,neutral,0.42249181,quota_low_medium:cycle_chain:neutral,13,1,0,12,0.782051282051282,1.5909090909090908,2,0.6802920001921535,0.58,0.42,0.030519540330904184,0.8049999999999997,0.8031515151515152
G-463,helpful,50,50,50,0,0,50,1,50,40,10,1000,4.646048751831055,4.646048751831055,0.0,4.646048751831055,4.646048751831055,4.646048751831055,4.646048751831055,4.646048751831055,4.646048751831055,50,0,0,1.0,0.0,0.0,5.101629676818848,0.45558092498779296,0.09092476643888728,0.008279014467884423,0.08264575197100285,21.8994,21.9,84,medium_rich,chain_only,high_variance,0.46212691,quota_medium_rich:chain_only:high_variance,39,0,0,39,0.9176788124156545,6.545454545454546,4,0.9196505028071175,0.69,0.31,0.009261137980745475,0.9791500000000042,0.7701010101010101
G-479,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,2.289501926422119,2.289501926422119,0.04073015950708138,0.04073015950708138,0.0,25.272,25.32,83,medium_rich,cycle_chain,high_variance,0.57949538,quota_medium_rich:cycle_chain:high_variance,30,1,0,29,0.8091954022988506,4.136363636363637,4,1.2049027387772113,0.51,0.49,0.03452653888398529,1.3410000000000082,0.5821813371813371
G-486,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.8874606027603149,0.8874606027603149,0.035290120233191856,0.035290120233191856,0.0,20.8272,20.83,41,low_medium,chain_only,neutral,0.36963113,quota_low_medium:chain_only:neutral,9,0,0,9,0.7222222222222222,1.0454545454545454,3,0.7883658292205629,0.58,0.42,0.036584015678855594,2.0663,0.5722222222222222
G-495,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0661473159790039,0.0661473159790039,0.0025629197869590616,0.0025629197869590616,0.0,20.979,20.994999999999997,33,low_medium,chain_only,proxy_aligned,0.19525976,quota_low_medium:chain_only:proxy_aligned,19,0,0,19,0.847953216374269,2.4545454545454546,2,0.167944147734173,0.96,0.04,0.0028694699038981247,0.6697999999999986,0.9224242424242424
G-507,mixed,50,50,50,0,0,50,1,50,40,10,1000,0.1348721819686889,0.18732247495651233,0.08410758265557731,0.0,0.18732247495651233,0.18732247495651233,0.1348721819686889,0.0,0.18732247495651233,36,0,14,0.72,0.0,0.28,1.6405976710319519,1.505725489063263,0.11655930877306814,0.10727102204492965,0.009288286728138489,24.7062,24.68,100,medium_rich,cycle_chain,proxy_hard,0.78305344,quota_medium_rich:cycle_chain:proxy_hard,21,2,2,19,0.8571428571428571,3.3181818181818183,5,1.422918175372267,0.36,0.8,0.11874720888847534,0.2008000000000001,0.48208273208273206
G-508,helpful,50,50,50,0,0,50,1,50,40,10,1000,4.324586275100708,4.324586275100708,0.0,4.324586275100708,4.324586275100708,4.324586275100708,4.324586275100708,4.324586275100708,4.324586275100708,50,0,0,1.0,0.0,0.0,5.431449228286743,1.1068629531860352,0.18305698759679864,0.03848341279811076,0.14457357479868788,21.9656,21.91,48,low_medium,cycle_chain,high_variance,0.48227736,quota_low_medium:cycle_chain:high_variance,20,1,0,19,0.8578947368421053,3.272727272727273,4,0.9125573884797396,0.62,0.38,0.037198313607824995,2.264000000000003,0.6436219336219337
G-509,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.9363779945373536,1.9363779945373536,0.040991073017758464,0.040991073017758464,0.0,29.7722,29.78,108,rich,cycle_chain,high_variance,0.69003087,quota_rich:cycle_chain:high_variance,46,4,2,42,0.9140096618357488,7.818181818181818,5,1.2507937919160332,0.51,0.49,0.03993660864963384,1.0382999999999996,0.6274679333012666
G-510,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.28213358306884767,0.28213358306884767,0.002512878932138237,0.002512878932138237,0.0,31.1556,31.21,141,rich,cycle_chain,proxy_aligned,0.36268136,quota_rich:cycle_chain:proxy_aligned,48,4,1,44,0.7411347517730497,8.363636363636363,2,0.22696752250060448,0.94,0.06,0.002658290096430934,4.531100000000009,0.9211188811188811
G-521,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.8427079887390136,1.8427079887390136,0.028983886312491925,0.028983886312491925,0.0,23.1672,23.125,120,rich,chain_only,proxy_hard,0.75824081,quota_rich:chain_only:proxy_hard,41,0,0,41,0.6134146341463415,5.454545454545454,8,1.4453689933596425,0.46,1.0,0.3001360803061776,2.4328000000000003,0.5243482443482443
G-530,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.515,19.58,55,low_medium,chain_only,easy_control,0.14267653,quota_low_medium:chain_only:easy_control,10,0,0,10,0.8888888888888888,1.5,1,0.0,1.0,0.0,0.0,0.2597499999999968,1.0
G-535,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.7227106132507324,0.7227106132507324,0.03433587686575695,0.03433587686575695,0.0,19.079,19.11,4,sparse_simple,chain_only,high_variance,0.41702791,quota_sparse_simple:chain_only:high_variance,8,0,0,8,0.6428571428571429,0.8636363636363636,3,1.0084548029147862,0.53,0.47,0.036143527045423986,0.8948499999999981,0.6336161616161616
G-541,helpful,50,50,50,0,0,50,1,50,40,10,1000,2.1338697280883787,2.6673371601104736,1.0669348640441894,0.0,2.6673371601104736,2.6673371601104736,2.1338697280883787,0.0,2.6673371601104736,40,0,10,0.8,0.0,0.2,3.5003961086273194,1.3665263805389405,0.08342654843267698,0.03328397959289738,0.0501425688397796,19.0746,19.1,51,low_medium,chain_only,neutral,0.35926804,quota_low_medium:chain_only:neutral,9,0,0,9,0.8333333333333334,1.1363636363636365,2,0.6881388137135884,0.55,0.45,0.030979098957539024,2.7398499999999935,0.6666666666666666
G-556,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.10296171569824218,0.10296171569824218,0.0016505972642591592,0.0016505972642591592,0.0,28.0154,27.945,134,rich,cycle_chain,proxy_aligned,0.36859308,quota_rich:cycle_chain:proxy_aligned,47,5,3,42,0.9121184088806661,7.7272727272727275,3,0.22353536452278197,0.95,0.05,0.0017292990300761997,4.28125,0.9548352573352573
G-566,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.48899548149108885,0.48899548149108885,0.012103297750872478,0.012103297750872478,0.0,19.2596,19.29,15,sparse_simple,cycle_chain,neutral,0.31679855,quota_sparse_simple:cycle_chain:neutral,7,1,0,6,0.6666666666666666,0.8636363636363636,2,0.583258840128597,0.73,0.27,0.010181104441158799,1.1324499999999986,0.8407272727272728
G-574,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,6.888084642410278,6.888084642410278,0.12510274687845402,0.12510274687845402,0.0,20.722,20.705,101,medium_rich,chain_only,proxy_hard,0.60438981,quota_medium_rich:chain_only:proxy_hard,23,0,0,23,0.932806324110672,3.409090909090909,4,1.1276996615740584,0.52,0.48,0.10148703039054605,0.37354999999999094,0.5183992303992304
G-576,mixed,50,50,50,0,0,50,1,50,40,10,1000,0.05297188858032225,0.0,0.37080322006225575,0.0,2.6485944290161125,2.6485944290161125,0.05297188858032225,0.0,0.0,1,0,49,0.02,0.0,0.98,7.1781968612670894,7.125224972686767,0.09874042898964476,0.09799940744796894,0.0007410215416758173,35.9902,35.915,146,extreme,cycle_chain,proxy_hard,0.92967657,quota_extreme:all_available,173,5,2,168,0.8927947304745262,31.90909090909091,10,1.5507976186870347,0.38,0.93,0.104866551736592,1.2153499999999973,0.4516585905676815
G-578,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,8.745385704040528,8.745385704040528,0.10113936208711012,0.10113936208711012,0.0,28.2362,28.195,91,medium_rich,cycle_chain,proxy_hard,0.78856652,quota_medium_rich:cycle_chain:proxy_hard,40,1,0,39,0.7974358974358975,6.5,7,1.4745604909277057,0.51,0.91,0.1018630566072749,2.253550000000004,0.5895396825396826
G-595,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.2136,24.21,69,medium_rich,cycle_chain,easy_control,0.29450069,quota_medium_rich:cycle_chain:easy_control,32,2,1,30,0.9112903225806451,5.363636363636363,1,0.0,1.0,0.0,0.0,0.4423500000000047,1.0
G-596,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.8748011474609374,1.8748011474609374,0.01969086650595372,0.01969086650595372,0.0,45.488,45.445,155,extreme,cycle_chain,high_variance,0.70493282,quota_extreme:all_available,142,11,6,131,0.8349815203276396,26.636363636363637,8,1.2599490926590713,0.56,0.44,0.01953792400244403,1.9564999999999912,0.6012301505683859
G-605,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,8.0898066740036,8.0898066740036,0.2919549986150912,0.2919549986150912,0.0,20.362,20.299999999999997,11,sparse_simple,cycle_chain,proxy_hard,0.573268,quota_sparse_simple:cycle_chain:proxy_hard,8,1,0,7,0.75,0.9545454545454546,2,0.22696752250060448,0.94,0.94,0.25679864295911115,0.10405000000000086,0.924040404040404
G-616,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,2.0120504531860353,2.0120504531860353,0.03200910064573299,0.03200910064573299,0.0,31.6884,31.65,157,extreme,cycle_chain,high_variance,0.57145818,quota_extreme:all_available,103,3,1,100,0.9626879878164858,19.40909090909091,4,0.6680382364590878,0.77,0.23,0.0046106541700011335,0.8698499999999889,0.9004377104377105
G-624,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0009542045593261719,0.0009542045593261719,1.8586574298916932e-05,1.8586574298916932e-05,0.0,19.0994,19.14,45,low_medium,chain_only,easy_control,0.14445401,quota_low_medium:chain_only:easy_control,10,0,0,10,0.8666666666666667,1.5909090909090908,1,0.0,1.0,0.0,0.0,0.17784999999999584,1.0
G-625,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,2.604728546142578,2.604728546142578,0.035305492452572806,0.035305492452572806,0.0,23.7232,23.744999999999997,65,medium_rich,cycle_chain,neutral,0.50666446,quota_medium_rich:cycle_chain:neutral,23,2,1,21,0.9288537549407114,3.909090909090909,2,0.6768585467349507,0.59,0.41,0.03687573899034338,0.9288499999999971,0.7556565656565657
G-630,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0421569766998291,0.0421569766998291,0.00087737917178515,0.00087737917178515,0.0,21.0128,21.055,32,low_medium,cycle_chain,proxy_aligned,0.27410135,quota_low_medium:cycle_chain:proxy_aligned,17,1,0,16,0.8823529411764706,2.6818181818181817,3,0.33169443082122596,0.92,0.08,0.0007457817825461009,1.0527499999999996,0.956002886002886
G-635,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0004113006591796875,0.0004113006591796875,5.49326649427191e-06,5.49326649427191e-06,0.0,29.8272,29.86,118,rich,cycle_chain,easy_control,0.30975031,quota_rich:cycle_chain:easy_control,47,3,1,44,0.788159111933395,7.681818181818182,1,0.0,1.0,0.0,0.0,3.40270000000001,1.0
