case_id,case_label,subset_seed,base_graph_id,variant_id,variant_graph_path,density_variant,arc_delta_type,original_num_arcs,variant_num_arcs,arc_delta,added_arc_count,removed_arc_count,added_arc_keys,removed_arc_keys,perturb_seed,generation_policy,label_policy,added_arc_source_policy,added_arc_label_policy,removed_arc_policy,new_arc_label_mean,existing_arc_label_mean
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__add25pct__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__add25pct__seed2.json,add25pct,add_fraction,296,370,74,74,0,0->37|1->28|2->25|2->31|2->36|2->42|4->11|5->26|7->13|7->27|7->32|9->5|9->12|9->14|9->31|9->43|11->32|12->5|12->40|12->46|13->45|14->9|16->30|17->0|17->44|17->47|18->51|20->19|20->21|20->40|21->50|27->3|27->10|27->50|28->40|30->22|30->50|31->8|31->19|32->6|32->40|32->48|33->38|34->15|34->36|35->1|35->9|35->27|36->26|36->41|38->19|40->2|40->22|41->19|41->45|42->47|43->1|44->0|44->7|44->24|45->26|45->31|46->20|46->28|47->36|47->37|47->39|48->4|48->19|50->13|51->27|57->12|57->33|58->50,,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,17.49195675675676,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__add25arcs__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__add25arcs__seed2.json,add25arcs,add_fixed,296,321,25,25,0,2->35|3->0|9->46|10->49|11->3|14->30|14->43|15->38|19->42|20->22|25->17|27->5|28->18|28->41|28->44|31->10|32->33|33->0|33->10|43->33|46->17|47->21|48->43|51->43|59->48,,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,11.07922,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__remove25arcs__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__remove25arcs__seed2.json,remove25arcs,remove_fixed,296,271,-25,0,25,,3->31|3->51|4->22|6->0|6->25|8->15|11->15|13->28|16->18|21->51|26->7|26->48|27->16|27->25|30->15|30->34|36->51|47->16|50->0|50->16|50->34|58->7|58->11|59->7|59->31,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__remove25pct__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__remove25pct__seed2.json,remove25pct,remove_fraction,296,222,-74,0,74,,0->7|0->48|1->24|1->30|1->37|3->13|4->31|5->18|5->38|6->16|6->25|11->2|11->15|11->18|12->18|13->7|13->18|13->48|14->34|16->34|17->31|19->31|20->0|20->15|20->16|20->42|21->25|24->22|24->31|24->34|24->48|25->7|25->15|25->18|25->35|26->7|26->25|26->48|27->48|32->7|32->30|32->46|33->31|35->48|36->28|37->3|38->34|39->18|39->22|39->25|39->30|39->42|39->51|40->0|40->25|40->34|40->51|41->48|43->15|46->22|47->51|48->30|49->7|50->44|50->46|57->10|57->18|57->36|57->48|58->7|58->11|58->18|58->20|59->7,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__original__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__original__seed3.json,original,none,296,296,0,0,0,,,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__add25pct__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__add25pct__seed3.json,add25pct,add_fraction,296,370,74,74,0,0->10|0->36|2->32|3->43|5->3|7->30|8->11|8->22|9->8|10->31|10->38|11->21|11->38|12->5|14->3|14->8|14->27|15->25|15->26|15->36|16->24|16->48|16->51|17->28|17->32|17->51|18->6|18->9|18->16|18->17|18->26|18->28|18->30|19->24|19->38|19->43|20->27|20->45|21->35|22->24|24->3|25->14|26->36|27->18|27->40|30->35|31->3|31->21|31->38|31->47|32->1|32->8|33->36|35->16|36->2|37->0|37->17|38->17|38->19|41->10|42->20|42->33|43->9|44->12|45->27|47->21|47->36|48->3|49->50|50->1|58->17|58->21|59->22|59->28,,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,15.157617567567565,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__add25arcs__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__add25arcs__seed3.json,add25arcs,add_fixed,296,321,25,25,0,0->24|0->31|0->46|1->11|3->24|5->30|5->44|6->40|8->2|9->30|10->43|12->41|16->50|22->2|35->26|38->27|40->20|43->26|44->16|44->38|45->0|46->49|47->42|51->10|51->25,,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,13.468051999999998,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__remove25arcs__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__remove25arcs__seed3.json,remove25arcs,remove_fixed,296,271,-25,0,25,,0->48|3->34|4->31|6->7|10->15|11->2|12->34|12->38|16->3|21->30|24->7|27->16|27->37|33->18|36->31|37->3|38->34|46->14|46->22|47->18|47->25|47->34|49->48|50->44|51->7,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__remove25pct__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__remove25pct__seed3.json,remove25pct,remove_fraction,296,222,-74,0,74,,0->18|1->7|1->18|1->22|1->24|1->35|3->14|3->25|4->15|4->22|4->28|4->30|4->32|4->43|5->8|6->31|6->34|6->37|6->46|11->7|11->16|11->19|11->34|12->38|16->18|17->18|18->39|19->15|19->31|19->34|20->15|20->42|20->47|21->2|21->25|21->30|21->31|21->51|24->7|24->43|25->16|25->22|26->15|27->7|27->16|27->25|27->31|27->34|32->18|34->31|36->22|36->51|38->15|38->48|39->25|40->25|40->31|40->43|41->7|41->36|42->30|43->18|46->7|46->37|47->0|48->30|49->18|49->48|57->7|57->34|57->48|58->11|58->20|59->31,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__original__seed4,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__original__seed4.json,original,none,296,296,0,0,0,,,4,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__add25pct__seed4,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__add25pct__seed4.json,add25pct,add_fraction,296,370,74,74,0,1->32|1->47|2->17|2->33|2->44|3->17|4->49|5->16|5->39|5->45|8->31|10->20|10->34|10->51|11->0|12->13|12->27|12->46|13->11|13->37|13->40|14->39|15->5|16->27|16->38|17->10|17->12|17->41|18->33|19->32|20->22|21->41|22->40|24->8|25->8|25->10|25->20|25->32|25->42|26->28|27->30|27->35|28->24|28->25|28->31|31->36|32->2|32->4|32->12|32->21|32->45|33->5|33->21|33->30|33->42|33->49|37->50|38->10|40->2|40->13|42->27|42->34|42->35|42->45|43->22|44->8|44->32|44->37|45->25|45->27|50->18|58->13|58->19|58->21,,4,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,12.083052702702703,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__add25arcs__seed4,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__add25arcs__seed4.json,add25arcs,add_fixed,296,321,25,25,0,1->33|2->49|3->4|3->39|8->14|8->31|13->8|15->7|18->31|19->12|19->40|21->11|22->6|30->12|31->40|31->47|33->38|34->36|39->44|41->18|42->35|43->37|58->2|58->40|59->46,,4,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,17.589612,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__remove25arcs__seed4,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__remove25arcs__seed4.json,remove25arcs,remove_fixed,296,271,-25,0,25,,1->35|3->31|4->7|5->15|6->22|6->28|8->48|13->48|16->34|20->16|20->35|21->2|21->34|27->22|27->25|30->34|32->25|32->26|32->30|33->18|33->34|39->25|47->16|49->44|57->15,4,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_001,case_c_spoplus_fixes_2stage,1,G-392.json,G-392__remove25pct__seed4,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-392__remove25pct__seed4.json,remove25pct,remove_fraction,296,222,-74,0,74,,0->48|1->14|1->18|1->22|1->24|1->35|3->14|3->15|3->34|3->46|4->7|4->18|4->51|5->7|5->38|5->43|6->22|6->37|8->15|10->15|11->15|12->34|12->38|13->34|13->48|16->18|17->31|19->18|20->0|20->46|21->51|22->30|24->25|24->34|24->43|25->37|26->31|26->48|27->0|27->31|27->48|30->34|31->7|32->7|32->51|33->18|35->18|35->48|36->28|36->31|36->35|36->46|37->3|38->7|39->22|39->35|39->48|40->0|40->16|40->30|40->43|40->48|43->48|47->18|47->31|47->34|50->0|50->44|57->36|58->15|58->20|58->31|59->31|59->34,4,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,5.58593074324324
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__original__seed0,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__original__seed0.json,original,none,262,262,0,0,0,,,0,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25pct__seed0,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25pct__seed0.json,add25pct,add_fraction,262,328,66,66,0,0->27|0->44|2->1|2->13|2->41|3->31|4->42|4->51|6->36|6->48|7->36|8->26|8->48|9->2|9->27|10->30|11->18|11->52|12->26|12->36|15->31|17->22|17->39|17->48|18->41|19->24|19->26|19->35|20->7|22->10|24->22|24->42|24->47|24->49|26->50|27->22|29->41|29->47|33->11|33->41|35->34|36->8|37->41|38->20|40->31|41->3|41->21|45->32|45->39|45->51|46->12|46->25|46->48|47->20|49->32|49->37|50->4|50->39|51->35|51->37|52->18|52->40|52->43|55->17|55->46|56->5,,0,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,14.163166666666662,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25arcs__seed0,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25arcs__seed0.json,add25arcs,add_fixed,262,287,25,25,0,0->1|4->51|6->8|6->34|7->37|7->46|11->20|12->4|13->17|15->5|20->41|25->19|26->40|26->50|29->19|29->24|29->38|30->35|33->14|41->49|43->11|47->36|47->51|48->36|57->47,,0,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,12.97444,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25arcs__seed0,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25arcs__seed0.json,remove25arcs,remove_fixed,262,237,-25,0,25,,1->7|2->42|3->5|3->30|3->40|4->12|8->42|10->33|12->40|13->30|14->38|20->39|21->52|22->18|25->33|26->34|30->0|31->3|34->5|35->7|36->0|38->19|38->34|40->45|50->19,0,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25pct__seed0,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25pct__seed0.json,remove25pct,remove_fraction,262,196,-66,0,66,,1->7|1->18|1->39|3->9|3->34|6->3|6->19|7->19|8->0|8->3|8->42|9->15|9->19|9->52|12->34|12->52|13->26|15->39|17->19|21->30|21->34|22->39|22->52|24->0|24->3|24->19|24->37|25->5|25->33|25->39|26->0|26->7|26->12|26->15|27->0|27->15|27->19|27->30|29->39|30->0|30->38|31->4|32->17|32->38|33->3|33->39|34->5|35->0|35->7|35->18|35->39|35->43|36->15|36->33|37->15|37->30|38->3|40->0|45->3|47->19|47->45|48->15|48->52|49->34|55->18|55->52,0,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__original__seed1,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__original__seed1.json,original,none,262,262,0,0,0,,,1,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25pct__seed1,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25pct__seed1.json,add25pct,add_fraction,262,328,66,66,0,2->40|2->43|5->26|5->34|7->26|8->44|8->49|10->6|10->45|11->14|11->37|11->44|13->38|13->43|13->45|14->2|14->25|17->9|17->18|17->25|18->4|18->36|19->0|19->12|20->45|21->25|21->37|22->2|24->1|24->32|25->11|25->20|29->15|29->40|31->37|32->1|33->2|33->4|33->32|34->42|34->47|35->48|35->51|36->25|36->42|38->31|39->14|39->18|39->38|40->17|41->20|42->26|43->49|44->13|44->29|46->20|46->36|47->0|47->12|47->30|48->26|50->41|50->44|52->11|52->15|55->1,,1,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,12.73042424242424,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25arcs__seed1,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25arcs__seed1.json,add25arcs,add_fixed,262,287,25,25,0,0->52|3->31|5->10|5->39|6->10|7->6|9->40|11->12|18->41|24->26|25->48|29->12|29->33|29->51|30->3|34->0|34->39|35->11|35->17|37->32|39->21|40->15|43->22|44->1|46->27,,1,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,13.244296000000002,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25arcs__seed1,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25arcs__seed1.json,remove25arcs,remove_fixed,262,237,-25,0,25,,0->3|3->40|9->26|12->3|12->34|13->26|14->3|15->34|22->18|25->7|25->42|26->18|26->30|30->0|31->4|32->26|33->3|33->52|34->19|35->30|37->33|40->26|45->3|51->38|57->30,1,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25pct__seed1,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25pct__seed1.json,remove25pct,remove_fraction,262,196,-66,0,66,,1->7|2->24|2->42|3->7|3->24|3->34|3->40|4->39|7->38|8->19|9->7|9->39|10->33|12->40|12->42|13->3|13->30|14->0|14->42|14->52|15->39|17->3|17->19|17->52|18->0|20->19|20->33|21->15|22->3|22->52|24->43|25->30|25->33|26->0|26->18|26->52|27->0|27->3|27->30|29->39|30->34|31->4|32->18|34->5|34->19|35->8|35->19|35->43|36->45|37->3|37->33|38->30|40->0|40->18|40->30|40->34|40->52|41->30|42->25|47->45|48->15|48->32|48->39|49->0|50->19|51->38,1,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__original__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__original__seed2.json,original,none,262,262,0,0,0,,,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25pct__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25pct__seed2.json,add25pct,add_fraction,262,328,66,66,0,0->47|3->26|3->41|3->50|4->52|5->29|7->26|8->27|10->9|11->19|11->22|12->10|12->45|13->5|13->18|14->21|17->30|17->37|17->43|18->3|18->14|18->44|19->9|20->24|21->9|21->27|21->50|22->17|22->43|24->4|24->9|27->39|29->42|30->37|31->21|32->46|32->48|34->49|36->31|36->35|37->27|37->35|38->13|40->12|40->21|40->49|41->37|42->18|42->26|42->43|44->22|44->35|44->49|47->35|47->37|47->44|47->46|49->20|50->10|51->7|51->20|51->30|55->0|55->26|56->32|56->50,,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,13.018416666666665,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25arcs__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25arcs__seed2.json,add25arcs,add_fixed,262,287,25,25,0,1->22|9->29|12->18|12->41|14->2|18->33|20->15|20->45|21->2|29->26|30->10|31->7|35->12|37->18|37->49|39->29|41->14|41->50|43->1|44->0|44->52|51->47|55->8|55->38|57->20,,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,12.518684000000002,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25arcs__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25arcs__seed2.json,remove25arcs,remove_fixed,262,237,-25,0,25,,0->3|1->34|3->34|9->26|10->43|12->40|14->38|17->19|20->43|21->35|24->19|26->42|27->38|29->39|30->34|32->0|32->18|32->38|34->3|35->39|36->45|38->7|40->0|40->52|51->12,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25pct__seed2,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25pct__seed2.json,remove25pct,remove_fraction,262,196,-66,0,66,,0->19|1->12|1->39|2->24|2->51|2->52|3->5|3->24|5->1|5->47|6->19|6->52|8->0|8->3|8->19|8->34|9->15|9->52|10->7|10->52|12->19|12->40|13->26|13->30|13->34|14->38|18->30|20->19|20->39|22->12|22->18|24->3|25->5|25->42|25->44|26->7|27->15|30->43|32->0|32->38|33->52|34->18|34->19|34->45|35->0|35->38|36->34|36->45|37->33|37->34|37->38|38->30|38->42|40->26|40->30|41->0|42->25|42->39|45->42|45->50|47->45|48->7|48->51|48->52|52->30|57->30,2,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__original__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__original__seed3.json,original,none,262,262,0,0,0,,,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25pct__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25pct__seed3.json,add25pct,add_fraction,262,328,66,66,0,2->4|5->40|6->4|6->32|6->41|7->45|8->12|9->45|10->41|10->44|11->5|11->10|12->2|12->44|13->1|13->11|15->32|15->45|17->12|17->14|18->26|18->49|19->44|20->24|20->51|21->29|21->50|22->10|24->14|25->41|30->6|30->35|30->37|32->9|32->25|32->36|32->42|32->44|33->1|33->6|34->22|36->8|37->21|38->15|39->27|40->21|40->46|42->17|42->50|43->24|44->35|45->20|45->46|46->22|46->24|46->45|47->46|48->3|48->14|48->38|50->4|51->21|52->40|55->9|56->15|57->36,,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,12.474424242424247,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__add25arcs__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__add25arcs__seed3.json,add25arcs,add_fixed,262,287,25,25,0,1->52|7->3|8->31|14->4|15->27|17->42|21->17|21->36|25->32|27->1|27->17|27->40|29->21|30->33|32->2|32->31|33->34|39->2|39->21|40->29|41->6|41->46|51->11|51->30|57->6,,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,10.877227999999997,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25arcs__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25arcs__seed3.json,remove25arcs,remove_fixed,262,237,-25,0,25,,2->42|3->7|5->52|7->38|9->19|9->34|12->34|12->52|20->0|21->19|22->3|24->0|24->3|24->30|25->7|25->18|26->30|26->42|27->19|35->0|37->15|38->19|41->0|46->33|50->19,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__remove25pct__seed3,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__remove25pct__seed3.json,remove25pct,remove_fraction,262,196,-66,0,66,,0->19|2->7|2->24|2->42|3->9|4->3|4->12|5->33|5->47|5->52|6->38|7->18|8->0|8->52|9->18|9->34|10->18|10->39|11->38|12->19|12->34|12->40|12->42|12->52|14->0|14->3|14->43|15->34|18->30|20->19|20->33|21->0|22->3|22->19|22->39|24->0|24->37|25->0|26->12|26->34|27->15|30->18|30->19|30->38|31->3|31->4|32->26|32->38|33->3|34->5|35->38|36->15|36->39|37->3|38->3|40->18|40->19|41->44|45->52|46->18|48->39|49->0|50->19|51->12|55->33|57->30,3,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
case_c_spoplus_fixes_2stage_002,case_c_spoplus_fixes_2stage,30,G-1560.json,G-1560__original__seed4,surrogate_experiment_results/decision_analysis/results/density_sensitivity/perturb_seed_robustness/graphs/G-1560__original__seed4.json,original,none,262,262,0,0,0,,,4,density_sensitivity_structural_perturbation,frozen_existing_edges_original_scale_new_edges,sample_missing_vertex_arcs,synthetic_step2b_original_scale,sample_existing_vertex_arcs,,6.121769847328246
