topology_id,status,failure_reasons,validation_json_count,test_json_count,train_seed_dir_count,train_seed_min,train_seed_max,train_json_total,min_train_json_per_seed,max_train_json_per_seed,samples_csv_rows,samples_validation_rows,samples_test_rows,samples_train_rows,unique_sample_topology_hashes,unique_sample_label_hashes,manifest_num_sample_files,manifest_topology_hash,index_topology_hash,manifest_topology_bank_hash,index_topology_bank_hash,manifest_feasible_set_hash,index_feasible_set_hash
G-311,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,b883f2ca5b31d3d1,b883f2ca5b31d3d1,e9f56c8c99e2e359943affbd295e7ff1a77ce57e08ce65c41c29fc17f2e43414,e9f56c8c99e2e359943affbd295e7ff1a77ce57e08ce65c41c29fc17f2e43414,cb4c3f0d012a627c5659bdde64317aeca41958068be85b480dfba49757a6c8a9,cb4c3f0d012a627c5659bdde64317aeca41958068be85b480dfba49757a6c8a9
G-317,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c847252de83b5395,c847252de83b5395,aa6c42aef8b37aff3bb79ca8bd6f4a9168f3c490e4155e8e3fae91a7b9ee96e9,aa6c42aef8b37aff3bb79ca8bd6f4a9168f3c490e4155e8e3fae91a7b9ee96e9,6d066c4070a5311766b60d497d8460a5ee2020b6eca462a93858a2324382f282,6d066c4070a5311766b60d497d8460a5ee2020b6eca462a93858a2324382f282
G-323,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,60b059d86f4fd7b5,60b059d86f4fd7b5,3863c337d6386714de829b69899b94a26e54c14c1a404765711ffb10dba1e84c,3863c337d6386714de829b69899b94a26e54c14c1a404765711ffb10dba1e84c,ac5ca4cf7f42a38d66ac126a03313c2035b5c44f5a1656e9f531fd5d100dafbd,ac5ca4cf7f42a38d66ac126a03313c2035b5c44f5a1656e9f531fd5d100dafbd
G-339,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,93ca6557332dc6e3,93ca6557332dc6e3,2d6646cc6078614fc350f38ce0c3f1ec0a701d0d0737830e59dc8961e4368396,2d6646cc6078614fc350f38ce0c3f1ec0a701d0d0737830e59dc8961e4368396,f4ddd8cd5ce38db705c8905dd0aaebfe34490375416e554915582612ba7b9a4b,f4ddd8cd5ce38db705c8905dd0aaebfe34490375416e554915582612ba7b9a4b
G-341,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c7906db49c821ba6,c7906db49c821ba6,6063e8b2f2c0b87f17a20302ade8e642bb64bdfdb7013a3e845791fdaa1079be,6063e8b2f2c0b87f17a20302ade8e642bb64bdfdb7013a3e845791fdaa1079be,4e38903dc6cb8685efbcac5a25bdeec0aacb3f886bcd403c141592857b10c385,4e38903dc6cb8685efbcac5a25bdeec0aacb3f886bcd403c141592857b10c385
G-356,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,e48b4f7e76c6e711,e48b4f7e76c6e711,0d9de25114425444e4c859b56f1afde1b1804e5912e62098ce33414d2f6c5310,0d9de25114425444e4c859b56f1afde1b1804e5912e62098ce33414d2f6c5310,269c0499d3b7c2ed11d8b11415579e1e47642977f0111e764dfd2184c6834429,269c0499d3b7c2ed11d8b11415579e1e47642977f0111e764dfd2184c6834429
G-358,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,9eda1db409b151bc,9eda1db409b151bc,856225cc2d27e80a39d8924f92fc9b6ee8f4cc925a233718701b193d05e5b837,856225cc2d27e80a39d8924f92fc9b6ee8f4cc925a233718701b193d05e5b837,127f5ae3ac6622e25941e1a510a7a171bfaf9b95783d1dd7498d4d6ba1783454,127f5ae3ac6622e25941e1a510a7a171bfaf9b95783d1dd7498d4d6ba1783454
G-364,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d7fe20f50bd8ad7d,d7fe20f50bd8ad7d,7c1e22e6a1a8bdefbe1e1d8228fe734cca2fa1802464ce3b59ea07ae63641815,7c1e22e6a1a8bdefbe1e1d8228fe734cca2fa1802464ce3b59ea07ae63641815,042f8b7cd450d5c27cc0f24a2d8cd480f19dd918c29f69b50ed659e707665a30,042f8b7cd450d5c27cc0f24a2d8cd480f19dd918c29f69b50ed659e707665a30
G-370,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c925f9a9c877178c,c925f9a9c877178c,c1a64d8172f04e139a45d6990a5aff729b00072c5ca2ce16ea11a0f5c7cd5fc1,c1a64d8172f04e139a45d6990a5aff729b00072c5ca2ce16ea11a0f5c7cd5fc1,f1790baeb093eff869296ccdafbcfb9c363af5b26167f386ef2d5e4aaf081ec6,f1790baeb093eff869296ccdafbcfb9c363af5b26167f386ef2d5e4aaf081ec6
G-371,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,3b80da4cff0732a2,3b80da4cff0732a2,d4e6180b679681696166553459b42c3f4ec70b0702061bc21b7429a151b296b2,d4e6180b679681696166553459b42c3f4ec70b0702061bc21b7429a151b296b2,eb5fa8df3e5f111948ecc50fd82ad13cdfab6894ba147284ed81f72eaca738a7,eb5fa8df3e5f111948ecc50fd82ad13cdfab6894ba147284ed81f72eaca738a7
G-374,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,95440e3384ae0543,95440e3384ae0543,8e4dbf398379b6a31015c2bcdb1558fca6ac09a62705784e05e097e37eebfbed,8e4dbf398379b6a31015c2bcdb1558fca6ac09a62705784e05e097e37eebfbed,060afa1213c431b7b07cae2f6cd66fd879892f774a3294a47cb6cda4f51c92fb,060afa1213c431b7b07cae2f6cd66fd879892f774a3294a47cb6cda4f51c92fb
G-382,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,a4334531033c1202,a4334531033c1202,7ffc6c06b3390b4ef779b7f33a6d2a6d4d3c17db29a61e42c53fd3db653cdd8d,7ffc6c06b3390b4ef779b7f33a6d2a6d4d3c17db29a61e42c53fd3db653cdd8d,f839a5fe466e4fb43c0e36a7fe99a2866848cc1e9ec8437eedf046a3d20ff284,f839a5fe466e4fb43c0e36a7fe99a2866848cc1e9ec8437eedf046a3d20ff284
G-383,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,3ed895b24ad75c68,3ed895b24ad75c68,bd4a3765c5524f575588f4e53b75d0eab05feced3c22323ee3216f35fc6a3f8b,bd4a3765c5524f575588f4e53b75d0eab05feced3c22323ee3216f35fc6a3f8b,116fd3db0f33e372862e92f2e23f70b7f291e9098d35819f249be590907a0eb5,116fd3db0f33e372862e92f2e23f70b7f291e9098d35819f249be590907a0eb5
G-384,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,4fb46e925c856bff,4fb46e925c856bff,4edfd9f71698928cb7be7e480b392c089ae36855e4ee9f5f179abf99d58f98ff,4edfd9f71698928cb7be7e480b392c089ae36855e4ee9f5f179abf99d58f98ff,deb1ef2cb72492f2296f5e8b426db2529d5888b8a9a2c266f050f2f882945246,deb1ef2cb72492f2296f5e8b426db2529d5888b8a9a2c266f050f2f882945246
G-385,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,8796f29fdc45d16b,8796f29fdc45d16b,e3a79567da46ce3b4a004532fddc15626c9e53adc039b730ba326c720b891c78,e3a79567da46ce3b4a004532fddc15626c9e53adc039b730ba326c720b891c78,3bad257edfddc5044b3fdeb55668873782175f3d6fd6801a4081fa6c656cef9d,3bad257edfddc5044b3fdeb55668873782175f3d6fd6801a4081fa6c656cef9d
G-396,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,1194c68c18edcf7e,1194c68c18edcf7e,3dc32e082e8c2e3b381196c3430cd67e59525c43814ee9ed2f39e353f4779d89,3dc32e082e8c2e3b381196c3430cd67e59525c43814ee9ed2f39e353f4779d89,71cd3acca14a22370e2b0e718e87d5223da36a49d94c995cc0bf3f555ae4cf8c,71cd3acca14a22370e2b0e718e87d5223da36a49d94c995cc0bf3f555ae4cf8c
G-398,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,5006c6629dab4b95,5006c6629dab4b95,c13d0ff6b54027531c750f4a1f0790e5486b772b58fdc9032d767fd3640a411c,c13d0ff6b54027531c750f4a1f0790e5486b772b58fdc9032d767fd3640a411c,cba293645d26f91dbc4c0c61d842dbeb7cbe993ac75e56ce7a54de64c3dd4c7a,cba293645d26f91dbc4c0c61d842dbeb7cbe993ac75e56ce7a54de64c3dd4c7a
G-400,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,164862f468e3d21f,164862f468e3d21f,49fc2c0a74422a94298556cdd4a423667e7c1331ae1c2a5575d589dc6f729b2c,49fc2c0a74422a94298556cdd4a423667e7c1331ae1c2a5575d589dc6f729b2c,4902ff8a6bfe7d7751e19fc3171f7a645c622656083160af02a6c5d3000ac6b1,4902ff8a6bfe7d7751e19fc3171f7a645c622656083160af02a6c5d3000ac6b1
G-408,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,79b635871dab6b00,79b635871dab6b00,2ba8771dfc3c1e698033b82248a5f575c3a71827f09d1022eddcefd3309bb91c,2ba8771dfc3c1e698033b82248a5f575c3a71827f09d1022eddcefd3309bb91c,bb5390a19b7a95147c136023000f01cba8138a95089ac479e92c77341825c44d,bb5390a19b7a95147c136023000f01cba8138a95089ac479e92c77341825c44d
G-424,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,ca4d51055a74a5ad,ca4d51055a74a5ad,067e8dea30a1f5fdcdfcea2bd7b0caa8f3f5392643c1988bc58030aa30bef365,067e8dea30a1f5fdcdfcea2bd7b0caa8f3f5392643c1988bc58030aa30bef365,036989aa3b6e9c79b070b09b28536644b6a7f601eeb3a8db2ec6e7761a4a5cae,036989aa3b6e9c79b070b09b28536644b6a7f601eeb3a8db2ec6e7761a4a5cae
G-456,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,47fb341b98ef9396,47fb341b98ef9396,e76ee0ee127e2b03f59c30fbb9482307487c48efb95d0be52057749760614f88,e76ee0ee127e2b03f59c30fbb9482307487c48efb95d0be52057749760614f88,d5815d65e6a55f6094e1c92947b4b5eafa9c5fc5f00d36db5c12b9b04f74faa6,d5815d65e6a55f6094e1c92947b4b5eafa9c5fc5f00d36db5c12b9b04f74faa6
G-458,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d04385c750334dd1,d04385c750334dd1,4fa032fab99ed02caaf9f8b1aef864ded2cc108ee5d0e28664518e5e4f5e2109,4fa032fab99ed02caaf9f8b1aef864ded2cc108ee5d0e28664518e5e4f5e2109,1383ae7e2411d7905f1436c88dd281dd142e0148f203acb8be4ec3e37347c295,1383ae7e2411d7905f1436c88dd281dd142e0148f203acb8be4ec3e37347c295
G-463,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,05977a97f27b1e7c,05977a97f27b1e7c,22bad495aaa746e52c320b1b523de3d1ac73e71016d4cfbaae8f545eb127d253,22bad495aaa746e52c320b1b523de3d1ac73e71016d4cfbaae8f545eb127d253,553a7eec1a24fd9a6b3c3f457d6d4de3e0452a5c534e7cdd0cc38df1655a99b2,553a7eec1a24fd9a6b3c3f457d6d4de3e0452a5c534e7cdd0cc38df1655a99b2
G-479,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c094e56d22247d0f,c094e56d22247d0f,ad8a39212b0571e606f2b919856a8010a5bd900627a3464941291a9ca7246411,ad8a39212b0571e606f2b919856a8010a5bd900627a3464941291a9ca7246411,fbd45bf43b581696bb1727cd7e30a7235eeac323af875127f5fbc5782d05271d,fbd45bf43b581696bb1727cd7e30a7235eeac323af875127f5fbc5782d05271d
G-486,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,a44f5803f2069105,a44f5803f2069105,a3dc68eeb2da401101fa8540a38ecdc01cd03b061c420be777236cd23bcbdac4,a3dc68eeb2da401101fa8540a38ecdc01cd03b061c420be777236cd23bcbdac4,d361daaee7b20e2db012a8fdecfe73707e96f84ebbf7b7dc43c4596a7c0ecdd2,d361daaee7b20e2db012a8fdecfe73707e96f84ebbf7b7dc43c4596a7c0ecdd2
G-495,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,35cf73260918f2ff,35cf73260918f2ff,9526463d4c745f317ad366359b653f3f12a00eca9dbfe5d58c3ab284d5429c84,9526463d4c745f317ad366359b653f3f12a00eca9dbfe5d58c3ab284d5429c84,190c61f1befc1fc7879d0c3dcebca990e5b3681a5c61476bd0fe0cf160daeae9,190c61f1befc1fc7879d0c3dcebca990e5b3681a5c61476bd0fe0cf160daeae9
G-507,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d4a15dbe7cf6ade0,d4a15dbe7cf6ade0,222208de5967714e45c1d7627082d911906d1432984e52bc9618522b32e15bfa,222208de5967714e45c1d7627082d911906d1432984e52bc9618522b32e15bfa,c9684e759f8b7f7119d76ee2df0b9fb6c5cfc5d81c9f39c7402ea68d2d3ba812,c9684e759f8b7f7119d76ee2df0b9fb6c5cfc5d81c9f39c7402ea68d2d3ba812
G-508,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,b92219705eca8098,b92219705eca8098,7cdfaae9162c12af7927bbe28a853f34a2bdd597e47965ab69315c7791d8571e,7cdfaae9162c12af7927bbe28a853f34a2bdd597e47965ab69315c7791d8571e,4e7f63f89453b59da4fdd14575b693294d695882e5c2fcc7e168361589fb5192,4e7f63f89453b59da4fdd14575b693294d695882e5c2fcc7e168361589fb5192
G-509,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,0f4d342ed1277e57,0f4d342ed1277e57,ea2a028d49a78ef14e6627e49aad41fae7da4c455c3551bd2c1e25fda6a9355a,ea2a028d49a78ef14e6627e49aad41fae7da4c455c3551bd2c1e25fda6a9355a,7c7e86beb469a60581de7b4b83c90dc75225ddc9c8f399db3d5bf38ac7b8c67b,7c7e86beb469a60581de7b4b83c90dc75225ddc9c8f399db3d5bf38ac7b8c67b
G-510,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,12a4c6a59f8c86ab,12a4c6a59f8c86ab,44fef7f659c6ad6656ce885613d51e50aa77f663a6019f9ea4a20f50483fd4ca,44fef7f659c6ad6656ce885613d51e50aa77f663a6019f9ea4a20f50483fd4ca,640d016f07117dd82f45e14e6cd92c7db6b9fa6a8c11703e4011a1aeb2b1c64d,640d016f07117dd82f45e14e6cd92c7db6b9fa6a8c11703e4011a1aeb2b1c64d
G-521,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,ced09b4193f6d73b,ced09b4193f6d73b,fa4eaf3dc18cc601d8571cd5396605e19d315a425257bb39923415c73655245f,fa4eaf3dc18cc601d8571cd5396605e19d315a425257bb39923415c73655245f,2b68f29cc95f5e0bc19a07c4ebc3a22604e2a4a7ea63b70480ee1d653a9a852d,2b68f29cc95f5e0bc19a07c4ebc3a22604e2a4a7ea63b70480ee1d653a9a852d
G-530,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c0abbb9ab436d9fd,c0abbb9ab436d9fd,56f90051bf8b52894bce3a4ca2ad38f9a1ffcf3bffc7bf65ed4c2c0126da12aa,56f90051bf8b52894bce3a4ca2ad38f9a1ffcf3bffc7bf65ed4c2c0126da12aa,6706d8a4dad0d4477786cd9e02e6d60fa3d50e4aa51d0164e6a5f8ca447c3f19,6706d8a4dad0d4477786cd9e02e6d60fa3d50e4aa51d0164e6a5f8ca447c3f19
G-535,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c9adca585aaf4139,c9adca585aaf4139,c95993f2c8917509f1eac14be6af17466791eb52142227d722b616a427f93b45,c95993f2c8917509f1eac14be6af17466791eb52142227d722b616a427f93b45,a93bdb93e51c3af8f8d723df3e4be4bff625116b0391fea5bc0dd7e19918ef51,a93bdb93e51c3af8f8d723df3e4be4bff625116b0391fea5bc0dd7e19918ef51
G-541,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,259d40b3cd2c4ee1,259d40b3cd2c4ee1,0f8699103e6021a350fee5e18c51914278269d5f3365abab110ebdb45854d865,0f8699103e6021a350fee5e18c51914278269d5f3365abab110ebdb45854d865,45edd2c566ec0215a31bd6f8925a87eba6bebafa8bba5d2e77dfd9b6af5853c4,45edd2c566ec0215a31bd6f8925a87eba6bebafa8bba5d2e77dfd9b6af5853c4
G-556,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,ce728b444f277fc8,ce728b444f277fc8,b1d168e150fc460016d7560bf77005752965a5d0604bccccc30891d7f1c994d8,b1d168e150fc460016d7560bf77005752965a5d0604bccccc30891d7f1c994d8,286a6d10f6bcc78f7fc880b8db78cea6cd8378a3476b81098c664cfdb9b69d83,286a6d10f6bcc78f7fc880b8db78cea6cd8378a3476b81098c664cfdb9b69d83
G-566,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,16bc03219cc3edd4,16bc03219cc3edd4,177adea2a5b7814bc6907d5ef8bf205013cb2abd8f78faeb3cd6131e0e17278c,177adea2a5b7814bc6907d5ef8bf205013cb2abd8f78faeb3cd6131e0e17278c,5fd4d128d93da8d8db0f719416205e2d4b84b6af6d47ea6cd1af85a021f0581b,5fd4d128d93da8d8db0f719416205e2d4b84b6af6d47ea6cd1af85a021f0581b
G-574,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,a31108204fcd9ce3,a31108204fcd9ce3,c7bed5a4d08c43cedcf0abb4a3aebe493d6852a4a384e95d349c3e45d6ae0efd,c7bed5a4d08c43cedcf0abb4a3aebe493d6852a4a384e95d349c3e45d6ae0efd,277e42c24876314244379ca24bd3599acdb4756435151772bddb1245e2c980ed,277e42c24876314244379ca24bd3599acdb4756435151772bddb1245e2c980ed
G-576,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,81263c933262b883,81263c933262b883,af1bb680014c76fa88df33ac763dcf8de565935c02bcb1d0fa3bcd763eec30c3,af1bb680014c76fa88df33ac763dcf8de565935c02bcb1d0fa3bcd763eec30c3,f8210cdbb2d42d112ad77124c3827a89230c7c5bcdd7f6f997d61bc90eafc0fa,f8210cdbb2d42d112ad77124c3827a89230c7c5bcdd7f6f997d61bc90eafc0fa
G-578,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,0e02272f9fa06c1a,0e02272f9fa06c1a,fce940e25498babb10856576fa9ef45e8333da790f126769d8c8c9e60eda55dd,fce940e25498babb10856576fa9ef45e8333da790f126769d8c8c9e60eda55dd,9f786cf392daac3cda0a52cd86cd08ab5ed9f9cf68fc0af5d8621d6bf80e3e10,9f786cf392daac3cda0a52cd86cd08ab5ed9f9cf68fc0af5d8621d6bf80e3e10
G-595,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,2165b3f3422348b0,2165b3f3422348b0,bf6a584176a9416edfd602ce7e8c7ffa4a4de03dd7d45c092b57db3b11646d7f,bf6a584176a9416edfd602ce7e8c7ffa4a4de03dd7d45c092b57db3b11646d7f,a48b12aed3342302985d4cd50294a09cf7c9335dbaa4fcea1445b7435d2dbf76,a48b12aed3342302985d4cd50294a09cf7c9335dbaa4fcea1445b7435d2dbf76
G-596,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,04238150f0e0df67,04238150f0e0df67,51d29915d4e720dec32112980711ce0237aab3dacd54e40ea8a9f368e61ff5db,51d29915d4e720dec32112980711ce0237aab3dacd54e40ea8a9f368e61ff5db,7c8a8a4af1c451c18281bd9854bf519bf0bf620c980b95b8948f83f19212ee6d,7c8a8a4af1c451c18281bd9854bf519bf0bf620c980b95b8948f83f19212ee6d
G-605,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,92d1813a55f8463e,92d1813a55f8463e,0ae2af7c1d08d62c55493277aae259f9a4c1d9b05515bd50aca05609a4fd756e,0ae2af7c1d08d62c55493277aae259f9a4c1d9b05515bd50aca05609a4fd756e,50b4884700c2b3bcf045ec7d4c338892a16d30320251b17f4ac31ac9aadf4962,50b4884700c2b3bcf045ec7d4c338892a16d30320251b17f4ac31ac9aadf4962
G-616,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,94f9484faba8c243,94f9484faba8c243,7f1914deb918388d71fe2282004b79cb439cf95958d72941173d03bb61d5ccd6,7f1914deb918388d71fe2282004b79cb439cf95958d72941173d03bb61d5ccd6,e1af152aa3ef3af12dde12d54f609d6ec1072ec36f4ec3d2d87285dfb967d0d0,e1af152aa3ef3af12dde12d54f609d6ec1072ec36f4ec3d2d87285dfb967d0d0
G-624,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,2d4a4accaa518b8b,2d4a4accaa518b8b,5f1e33564442dd3d6fb7224ffb5a34ba57aabf2adcf5c6d53aa19eef43520ace,5f1e33564442dd3d6fb7224ffb5a34ba57aabf2adcf5c6d53aa19eef43520ace,ac6b8cbe49ee1196a452d329a53e795373c8a0c2f311f2e385a764e597fe9836,ac6b8cbe49ee1196a452d329a53e795373c8a0c2f311f2e385a764e597fe9836
G-625,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,f971a4f5173d132f,f971a4f5173d132f,e1d36994e56a25f2677c54957b0cd80bed7da995a2b6569428abe60112e1052c,e1d36994e56a25f2677c54957b0cd80bed7da995a2b6569428abe60112e1052c,f9d1809a67b9c6f19e9c0a3222e12ce7d0dfdcaed24711a7a7a793d29fe3b3d1,f9d1809a67b9c6f19e9c0a3222e12ce7d0dfdcaed24711a7a7a793d29fe3b3d1
G-630,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d8583d68a7287b06,d8583d68a7287b06,a0c90e9cdf1827306e8dd3c213b49122deff793de47674b080449c548a1a81c7,a0c90e9cdf1827306e8dd3c213b49122deff793de47674b080449c548a1a81c7,2f9ab33f8be17fa924e1c0a44e191baa00d1afaf1bed8f81e6abf0a4f1517663,2f9ab33f8be17fa924e1c0a44e191baa00d1afaf1bed8f81e6abf0a4f1517663
G-635,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,729236d6913d5f16,729236d6913d5f16,9f56d0d45a160345ea4c1005abe7c28d1f35ede6a5279c09694d8bc674668fa6,9f56d0d45a160345ea4c1005abe7c28d1f35ede6a5279c09694d8bc674668fa6,0b015c7235a1f0fd6d3d9767815f6627d78674223483effbdd134ca763439aca,0b015c7235a1f0fd6d3d9767815f6627d78674223483effbdd134ca763439aca
G-642,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,604231bd5dbab93b,604231bd5dbab93b,a69ed3b6623c12bbf74c086848421b2f1d50250de0da547530fb042ce0f01b48,a69ed3b6623c12bbf74c086848421b2f1d50250de0da547530fb042ce0f01b48,e46083b55a2fa1f11310b826f1abce935c0ecd7b084cb68910deb4116e337d49,e46083b55a2fa1f11310b826f1abce935c0ecd7b084cb68910deb4116e337d49
G-658,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,62a9edd94ebe277d,62a9edd94ebe277d,06cf42242ce6c9e2240a2abc000e8700c280d6c4095493b8be9012ebf786db82,06cf42242ce6c9e2240a2abc000e8700c280d6c4095493b8be9012ebf786db82,9902b2c53d88e5ee150316b0d1f29aa0329ba9efcaf5b043b8476c797c33fe78,9902b2c53d88e5ee150316b0d1f29aa0329ba9efcaf5b043b8476c797c33fe78
G-661,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,a1eab49bee3f35e6,a1eab49bee3f35e6,587ba8907741b0683cd7045fcbdadf0f1b11b0b1dec5ab82469295437bc2b0e2,587ba8907741b0683cd7045fcbdadf0f1b11b0b1dec5ab82469295437bc2b0e2,e14a3f7b4b375db54923aed1323b669d94eec705281a2ece2f0aabbec2013bb5,e14a3f7b4b375db54923aed1323b669d94eec705281a2ece2f0aabbec2013bb5
G-663,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,287eb98c7bef5a1a,287eb98c7bef5a1a,3b5dde30752356a36284822cc4cdd2d631211497c4f5518fbe5b66f0b10829e1,3b5dde30752356a36284822cc4cdd2d631211497c4f5518fbe5b66f0b10829e1,41aff287b807c778c06d334ad48932cffc446fa5b615838b9a71ade62dc43c18,41aff287b807c778c06d334ad48932cffc446fa5b615838b9a71ade62dc43c18
G-669,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,0baf357412c867e0,0baf357412c867e0,c5465665fadd028bc4bea21adf29102042450a9825c40c217006449590d8e391,c5465665fadd028bc4bea21adf29102042450a9825c40c217006449590d8e391,13387be32f89906984ee5f3a35eaff18af94074f0f7019704bca91ba0ac70d3c,13387be32f89906984ee5f3a35eaff18af94074f0f7019704bca91ba0ac70d3c
G-670,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,bb2bd5ef6bb72c5d,bb2bd5ef6bb72c5d,e46e454aa4f965c88bb752ff3c4e9df674d740ee69c753fa10593a8fbd5321ee,e46e454aa4f965c88bb752ff3c4e9df674d740ee69c753fa10593a8fbd5321ee,f565644320c9b2106a569ca7b424b046d6586ffbe24f67e3aa210df3b426c859,f565644320c9b2106a569ca7b424b046d6586ffbe24f67e3aa210df3b426c859
G-680,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d14dcbd43f8e207b,d14dcbd43f8e207b,cbe021e9a81a4ff7b75909232346421c2d8810914306f7947552b282eacede5a,cbe021e9a81a4ff7b75909232346421c2d8810914306f7947552b282eacede5a,bf6330509e4325c40d45758899e08ea7306cd3733289f7207c7e34aff7e95969,bf6330509e4325c40d45758899e08ea7306cd3733289f7207c7e34aff7e95969
G-687,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,38ee9e4863a21b88,38ee9e4863a21b88,31bde89071714cec816187e10eb6b000a67c9d87f0c0cca3e13bfd44adc6f92f,31bde89071714cec816187e10eb6b000a67c9d87f0c0cca3e13bfd44adc6f92f,b156d47d43fcef62ae982cfe54a9da9e954f736f457b48cc9b106052084e448d,b156d47d43fcef62ae982cfe54a9da9e954f736f457b48cc9b106052084e448d
G-689,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,64e4f39e132c4b89,64e4f39e132c4b89,5bfe3fe3cab562fb6c4801af29242abe53400a2c4bef49e8448bab17f0e0a0f8,5bfe3fe3cab562fb6c4801af29242abe53400a2c4bef49e8448bab17f0e0a0f8,3fd8d53a648c7beb3b9234f96d8d6faaaf9bbcf0a32ecfab68da31bceadd9ad8,3fd8d53a648c7beb3b9234f96d8d6faaaf9bbcf0a32ecfab68da31bceadd9ad8
