topology_id,num_vertices,num_pairs,num_ndds,num_arcs,num_exchange_candidates,num_2cycles,num_3cycles,num_cycles_total,num_chains_total,num_chains_len1,num_chains_len2,num_chains_len3,num_chains_len4,candidate_conflict_density,mean_conflict_degree,max_conflict_degree,largest_conflict_component_fraction,fraction_vertices_in_any_candidate,mean_candidates_per_vertex,max_candidates_per_vertex,num_label_seeds,num_distinct_oracle_solutions,oracle_solution_entropy,dominant_oracle_solution_fraction,mean_pairwise_oracle_jaccard,mean_oracle_objective,median_oracle_objective,mean_top1_top2_margin,median_top1_top2_margin,mean_top1_top5_margin,median_top1_top5_margin,fraction_linear_proxy_differs_from_oracle,mean_linear_proxy_gap_to_oracle,median_linear_proxy_gap_to_oracle,mean_linear_proxy_normalized_gap_to_oracle,median_linear_proxy_normalized_gap_to_oracle,mean_linear_proxy_jaccard_with_oracle
G-267,22,20,2,42,6,0,0,0,6,4,2,0,0,0.5333333333333333,2.6666666666666665,4,1.0,0.2727272727272727,0.6363636363636364,4,100,2,0.6191006644255871,0.69,0.7407272727272728,11.635083,11.49495,0.32664799999999994,0.3348499999999994,3.540903,3.1517000000000004,0.69,2.3529649999999998,1.6745999999999999,0.17931512763375454,0.14704720814046468,0.586
G-268,22,20,2,18,9,0,0,0,9,6,3,0,0,0.5833333333333334,4.666666666666667,6,1.0,0.36363636363636365,0.9545454545454546,5,100,2,0.4713934868100942,0.82,0.8210909090909091,41.174986,41.53955,6.146255,6.102850000000002,15.457117,15.551349999999996,0.82,5.9602699999999995,6.068100000000003,0.13373910346229903,0.13370387376989096,0.508
G-269,22,20,2,41,40,0,0,0,40,5,10,13,12,0.8666666666666667,33.8,39,1.0,0.5454545454545454,6.909090909090909,32,100,2,0.13474216817976675,0.97,0.951010101010101,86.52955,86.13185000000001,7.644992,8.026349999999994,18.977515999999998,19.475899999999996,0.03,0.13711200000000004,0.0,0.0015491932999530565,0.0,0.975
G-270,22,20,2,20,3,0,0,0,3,3,0,0,0,0.6666666666666666,1.3333333333333333,2,1.0,0.18181818181818182,0.2727272727272727,2,100,1,0.0,1.0,1.0,18.571993,19.31925,2.221412,2.2291499999999997,18.571993,19.31925,0.0,0.0,0.0,0.0,0.0,1.0
G-271,22,20,2,14,3,0,0,0,3,3,0,0,0,0.3333333333333333,0.6666666666666666,1,0.6666666666666666,0.22727272727272727,0.2727272727272727,2,100,1,0.0,1.0,1.0,32.506998,32.6803,4.439831,4.5374,28.915397,29.47645,0.0,0.0,0.0,0.0,0.0,1.0
G-272,22,20,2,31,4,0,0,0,4,3,1,0,0,0.5,1.5,2,0.75,0.22727272727272727,0.4090909090909091,3,100,1,0.0,1.0,1.0,41.696213,41.1481,5.503429000000001,5.078700000000001,33.102045,32.83885,0.0,0.0,0.0,0.0,0.0,1.0
G-273,22,20,2,16,3,0,0,0,3,3,0,0,0,0.3333333333333333,0.6666666666666666,1,0.6666666666666666,0.22727272727272727,0.2727272727272727,2,100,1,0.0,1.0,1.0,12.699132,12.38315,4.956036,4.6244,12.156754,11.853549999999998,0.0,0.0,0.0,0.0,0.0,1.0
G-274,22,20,2,42,20,1,0,1,19,9,8,2,0,0.7842105263157895,14.9,18,1.0,0.45454545454545453,2.3636363636363638,16,100,3,0.35021138101268695,0.91,0.90006734006734,49.908128,50.2513,1.7268650000000005,1.704150000000002,5.869594,5.92285,0.09,0.20876899999999993,0.0,0.0049799034839597385,0.0,0.9466666666666667
G-275,22,20,2,28,4,0,0,0,4,2,2,0,0,0.6666666666666666,2.0,3,1.0,0.22727272727272727,0.45454545454545453,3,100,1,0.0,1.0,1.0,14.112198,13.8392,3.677048,3.67495,10.343729,10.48965,0.0,0.0,0.0,0.0,0.0,1.0
G-276,22,20,2,43,13,0,0,0,13,5,6,2,0,0.8461538461538461,10.153846153846153,12,1.0,0.36363636363636365,1.6363636363636365,10,100,4,0.664361288653607,0.82,0.7854040404040404,14.129365,14.07815,0.8456120000000001,0.740149999999999,4.782242,4.87185,0.18,0.08598099999999999,0.0,0.007761630798898499,0.0,0.8825
G-277,22,20,2,29,7,0,0,0,7,2,2,2,1,0.8571428571428571,5.142857142857143,6,1.0,0.2727272727272727,1.0454545454545454,6,100,2,0.6474466390346325,0.65,0.8161616161616162,49.701637,49.3331,4.43073,4.1484999999999985,15.877522,15.930600000000002,0.35,1.4669350000000003,0.0,0.030599158059396767,0.0,0.86
G-278,22,20,2,38,16,2,0,2,14,4,7,1,2,0.55,8.25,11,1.0,0.45454545454545453,2.1363636363636362,10,100,7,1.2811663591204314,0.44,0.6591979316979317,57.849774,58.24635000000001,1.648033,1.4662499999999987,6.613119,6.740650000000002,0.56,1.7962020000000003,0.8761000000000045,0.031505267138111956,0.013509549517281555,0.7270634920634921
G-279,22,20,2,34,17,2,2,4,13,3,3,3,4,0.8161764705882353,13.058823529411764,16,1.0,0.36363636363636365,2.590909090909091,12,100,2,0.098039113279732,0.98,0.9868013468013468,86.831979,86.25685,3.264001,3.3100999999999985,20.825031,21.26725,0.02,0.0051749999999999826,0.0,6.110135256229428e-05,0.0,0.9933333333333333
G-280,22,20,2,24,4,0,0,0,4,4,0,0,0,0.6666666666666666,2.0,3,1.0,0.22727272727272727,0.36363636363636365,3,100,2,0.056001534354847345,0.99,0.9866666666666667,6.901633,7.0718499999999995,1.900264,1.8802999999999996,5.378264,5.3377,0.01,0.00015399999999999637,0.0,3.421157861998408e-05,0.0,0.9933333333333333
G-281,22,20,2,47,25,0,0,0,25,6,8,8,3,0.8533333333333334,20.48,24,1.0,0.45454545454545453,3.772727272727273,20,100,3,0.53418326406184,0.82,0.801043771043771,64.013165,63.61885,0.8713890000000001,0.7578000000000067,4.27597,4.111350000000002,0.18,0.8258329999999998,0.0,0.014259475343987338,0.0,0.8825
G-282,22,20,2,30,25,0,0,0,25,5,12,8,0,0.91,21.84,24,1.0,0.4090909090909091,3.5454545454545454,22,100,2,0.42270908780599087,0.85,0.8712121212121212,62.044917,62.208,3.238193,2.901600000000002,13.697638000000001,12.63185,0.15,0.20522799999999988,0.0,0.0031836799036870575,0.0,0.925
G-283,22,20,2,40,6,0,0,0,6,6,0,0,0,0.5333333333333333,2.6666666666666665,4,1.0,0.3181818181818182,0.5454545454545454,4,100,1,0.0,1.0,1.0,32.801488,32.562,11.383602999999999,10.47695,16.021827,15.2134,0.0,0.0,0.0,0.0,0.0,1.0
G-284,22,20,2,39,41,2,0,2,39,6,12,13,8,0.824390243902439,32.97560975609756,40,1.0,0.5454545454545454,6.545454545454546,28,100,6,1.194142449812056,0.58,0.5668856822190156,74.573704,74.29835,3.7020020000000002,3.008099999999999,7.316025000000001,6.915050000000001,0.42,1.7366900000000003,0.0,0.02322654267671185,0.0,0.6999166666666666
G-285,22,20,2,45,28,1,3,4,24,6,4,8,6,0.8174603174603174,22.071428571428573,26,0.9642857142857143,0.5454545454545454,4.409090909090909,23,100,2,0.6802920001921535,0.58,0.8359595959595959,69.487973,70.56405000000001,1.8054740000000007,1.6438000000000024,7.9099639999999996,7.864599999999989,0.42,0.7507030000000008,0.0,0.01066835484801995,0.0,0.86
G-286,22,20,2,38,4,0,0,0,4,3,1,0,0,0.5,1.5,2,0.75,0.22727272727272727,0.4090909090909091,3,100,2,0.30253782309749805,0.91,0.8759090909090909,15.943361,16.2639,0.8085419999999999,0.8157500000000013,7.394888,6.7986499999999985,0.09,0.187605,0.0,0.014025080322576908,0.0,0.9325
G-287,22,20,2,29,10,0,0,0,10,4,2,4,0,0.7555555555555555,6.8,8,1.0,0.3181818181818182,1.3636363636363635,8,100,2,0.3250829733914482,0.9,0.8787878787878788,58.127239,57.2497,5.734541999999999,6.077099999999998,11.106277,10.977899999999998,0.1,0.2700229999999999,0.0,0.005211646008059612,0.0,0.9333333333333333
G-288,22,20,2,38,8,0,0,0,8,5,2,1,0,0.7857142857142857,5.5,7,1.0,0.3181818181818182,0.9090909090909091,7,100,1,0.0,1.0,1.0,14.183731,14.1145,0.05603300000000013,0.05830000000000002,1.5841800000000001,1.5238999999999994,0.0,0.0,0.0,0.0,0.0,1.0
G-289,22,20,2,29,26,1,0,1,25,5,10,7,3,0.8461538461538461,21.153846153846153,25,1.0,0.5,3.8636363636363638,20,100,6,1.3735076291062045,0.41,0.5490791245791246,48.808591,49.062,2.044651,1.9258999999999986,5.596557000000001,5.020500000000009,0.67,3.4176860000000002,2.4719499999999996,0.07024964536369363,0.05292861521042215,0.6220039682539682
G-290,22,20,2,17,4,0,0,0,4,4,0,0,0,0.5,1.5,2,0.75,0.2727272727272727,0.36363636363636365,3,100,1,0.0,1.0,1.0,31.360473,30.0265,7.227425,6.994400000000001,21.52225,20.459449999999997,0.0,0.0,0.0,0.0,0.0,1.0
G-291,22,20,2,30,2,0,0,0,2,2,0,0,0,1.0,1.0,1,1.0,0.13636363636363635,0.18181818181818182,2,100,1,0.0,1.0,1.0,2.248223,2.23205,1.543188,1.4265500000000002,,,0.0,0.0,0.0,0.0,0.0,1.0
G-292,22,20,2,28,3,0,0,0,3,3,0,0,0,0.6666666666666666,1.3333333333333333,2,1.0,0.18181818181818182,0.2727272727272727,2,100,1,0.0,1.0,1.0,22.200021,21.16685,0.6100669999999999,0.625350000000001,22.200021,21.16685,0.0,0.0,0.0,0.0,0.0,1.0
G-293,22,20,2,45,31,1,0,1,30,8,6,12,4,0.8,24.0,30,1.0,0.4090909090909091,4.7272727272727275,19,100,2,0.3863867062886037,0.87,0.8857575757575757,55.550514,55.6473,2.9514149999999995,2.862499999999997,9.010871,8.864000000000004,0.13,0.4180299999999997,0.0,0.00792102791982144,0.0,0.935
G-294,22,20,2,19,3,0,0,0,3,3,0,0,0,0.6666666666666666,1.3333333333333333,2,1.0,0.18181818181818182,0.2727272727272727,2,100,1,0.0,1.0,1.0,10.391868,10.24575,0.6808190000000001,0.6581000000000006,10.391868,10.24575,0.0,0.0,0.0,0.0,0.0,1.0
G-295,22,20,2,37,38,1,1,2,36,7,9,11,9,0.89900426742532,33.26315789473684,37,1.0,0.3181818181818182,6.136363636363637,28,100,6,1.0731648399809617,0.67,0.6844163860830528,50.171003,50.09054999999999,3.150447,2.713849999999997,6.423231,6.645599999999995,0.33,0.9330810000000002,0.0,0.01968029376259979,0.0,0.8066666666666666
G-296,22,20,2,43,30,1,0,1,29,7,7,8,7,0.8367816091954023,24.266666666666666,28,1.0,0.4090909090909091,4.7272727272727275,20,100,2,0.6730116670092565,0.6,0.696969696969697,19.812745,19.8512,1.3382660000000004,1.2990999999999984,3.044399,3.0784499999999984,0.6,2.302178,1.110050000000001,0.10596722179302509,0.05903819620668223,0.625
G-297,22,20,2,33,40,0,3,3,37,3,5,15,14,0.9512820512820512,37.1,39,1.0,0.5454545454545454,7.2727272727272725,35,100,13,2.1852010233348755,0.22,0.3881447811447811,52.01355,52.152649999999994,0.8629550000000006,0.5995000000000026,2.8852599999999997,2.727149999999998,0.78,2.73442,1.7320000000000064,0.053144042953253964,0.034229487220877486,0.5098611111111111
G-298,22,20,2,36,12,0,0,0,12,6,4,2,0,0.8636363636363636,9.5,11,1.0,0.4090909090909091,1.4545454545454546,11,100,1,0.0,1.0,1.0,34.780829,33.867149999999995,0.6104649999999999,0.5755000000000017,23.47505,22.5518,0.0,0.0,0.0,0.0,0.0,1.0
G-299,22,20,2,43,14,0,0,0,14,5,5,3,1,0.6373626373626373,8.285714285714286,10,1.0,0.36363636363636365,1.9090909090909092,8,100,5,0.844341795423426,0.74,0.7773953823953824,60.21763,60.8536,0.6126120000000005,0.6228000000000016,2.417457,2.4555500000000094,0.88,4.588078,4.204900000000006,0.07537347341993271,0.06783669258045157,0.43515873015873013
G-300,22,20,2,30,15,1,1,2,13,2,5,3,3,0.6,8.4,11,1.0,0.5,2.3181818181818183,11,100,6,1.3235153976323655,0.46,0.6284203142536475,60.791062000000004,60.23535,2.373533000000001,2.129649999999998,6.144439,5.939800000000005,0.91,4.581930000000001,4.769100000000002,0.07519716039327358,0.07203078046642691,0.5951388888888889
G-301,22,20,2,41,26,1,0,1,25,4,6,7,8,0.88,22.0,25,1.0,0.45454545454545453,4.363636363636363,22,100,2,0.6589556806830628,0.63,0.730909090909091,59.493626,59.196650000000005,1.658818000000001,0.9808000000000092,9.296361,9.3307,0.63,2.321143,1.2144999999999975,0.03876836941350707,0.01865783634570915,0.64
G-302,22,20,2,32,33,1,0,1,32,4,12,11,5,0.8939393939393939,28.606060606060606,32,1.0,0.4090909090909091,5.2272727272727275,26,100,1,0.0,1.0,1.0,78.889056,78.95110000000001,5.272716,5.244250000000008,15.661513000000001,15.7712,0.0,0.0,0.0,0.0,0.0,1.0
G-303,22,20,2,37,10,1,0,1,9,4,3,2,0,0.8,7.2,9,1.0,0.2727272727272727,1.2272727272727273,6,100,1,0.0,1.0,1.0,31.037487,29.300849999999997,0.04071500000000015,0.0410499999999967,15.658249,13.9421,1.0,15.552778,13.9421,0.4620956915642575,0.47845514573419695,0.2
G-304,22,20,2,38,18,1,1,2,16,4,4,4,4,0.8496732026143791,14.444444444444445,16,0.9444444444444444,0.5454545454545454,2.772727272727273,15,100,5,1.4688147828325981,0.36,0.5563732563732564,52.631266,53.09985,0.6255409999999993,0.43155000000000143,3.1085389999999995,2.7757500000000057,0.93,6.493663,5.018999999999998,0.11785125235112216,0.09546230584234444,0.4928571428571428
G-305,22,20,2,39,12,0,0,0,12,7,5,0,0,0.7575757575757576,8.333333333333334,10,1.0,0.45454545454545453,1.3181818181818181,10,100,2,0.167944147734173,0.96,0.9418181818181818,22.894209,23.2802,1.200406,1.213350000000002,9.097294999999999,8.686399999999999,0.04,0.11810700000000002,0.0,0.006503896571616502,0.0,0.97
G-306,22,20,2,27,6,0,0,0,6,2,3,1,0,0.7333333333333333,3.6666666666666665,5,1.0,0.2727272727272727,0.7727272727272727,5,100,2,0.6410354778811556,0.66,0.728,30.040042,28.79445,1.0265769999999999,1.0226000000000006,18.582059,16.3732,0.66,6.588106,5.015000000000001,0.19094534717720757,0.18753464759484242,0.604
G-307,22,20,2,45,43,0,0,0,43,3,6,10,24,0.9568106312292359,40.18604651162791,42,1.0,0.8181818181818182,8.363636363636363,42,100,7,1.6690166373299167,0.28,0.49467532467532466,63.936683,63.4143,1.713137999999999,1.6235,5.223283999999999,4.397600000000001,0.76,7.656901999999999,6.619249999999997,0.11661497458691569,0.1063621871150281,0.49646825396825395
G-308,22,20,2,39,49,1,1,2,47,5,10,15,17,0.8809523809523809,42.285714285714285,48,1.0,0.6818181818181818,8.636363636363637,39,100,3,0.15383759322861115,0.97,0.9728030303030303,91.561269,91.47094999999999,1.9181309999999998,1.9429999999999907,4.922114999999998,4.898850000000003,0.03,0.056325999999999966,0.0,0.0006411062673676137,0.0,0.98625
G-309,22,20,2,27,5,0,0,0,5,3,2,0,0,0.7,2.8,4,1.0,0.2727272727272727,0.5454545454545454,4,100,2,0.3669249912727096,0.88,0.84,24.219798,23.789299999999997,2.747263,2.5389500000000007,17.848482,17.8018,0.12,0.07760199999999998,0.0,0.003670681759602905,0.0,0.91
G-310,22,20,2,44,4,0,0,0,4,2,2,0,0,1.0,3.0,3,1.0,0.18181818181818182,0.45454545454545453,4,100,1,0.0,1.0,1.0,21.489757,23.023699999999998,1.479889,1.4582500000000005,21.489757,23.023699999999998,0.0,0.0,0.0,0.0,0.0,1.0
G-311,22,20,2,29,17,1,1,2,15,3,3,4,5,0.9485294117647058,15.176470588235293,16,1.0,0.36363636363636365,2.772727272727273,15,100,1,0.0,1.0,1.0,56.736744,56.70855,0.31629500000000055,0.3155500000000089,6.886625,6.946150000000003,0.0,0.0,0.0,0.0,0.0,1.0
G-312,22,20,2,11,2,0,0,0,2,2,0,0,0,0.0,0.0,0,0.5,0.18181818181818182,0.18181818181818182,1,100,1,0.0,1.0,1.0,8.376165,8.53355,3.287605,3.31555,,,0.0,0.0,0.0,0.0,0.0,1.0
G-313,22,20,2,34,15,1,1,2,13,4,3,4,2,0.8952380952380953,12.533333333333333,14,1.0,0.3181818181818182,2.1818181818181817,12,100,4,0.707120907119905,0.69,0.7694949494949495,30.960107,31.02555,2.4345069999999995,2.4795500000000015,9.53867,9.320799999999998,0.71,2.1504669999999995,1.7985999999999969,0.06966452127799817,0.060526431958761125,0.6414285714285715
G-314,22,20,2,48,13,2,0,2,11,5,5,1,0,0.5256410256410257,6.3076923076923075,9,0.8461538461538461,0.5454545454545454,1.5,9,100,2,0.098039113279732,0.98,0.9851515151515151,57.749029,57.5372,3.091094,3.100950000000001,4.706241,4.560399999999998,0.98,3.722841,3.4692000000000043,0.0654827241251792,0.058035819026505626,0.6325
G-315,22,20,2,55,45,2,0,2,43,7,9,11,16,0.9222222222222223,40.577777777777776,44,1.0,0.45454545454545453,7.681818181818182,36,100,6,1.3380943826196308,0.48,0.5417803431136764,39.591758,39.646100000000004,1.7883149999999994,1.5964500000000044,5.857113999999999,5.587549999999997,0.9,3.16327,2.5766500000000008,0.08098189151145196,0.06190534434479944,0.4925555555555556
G-316,22,20,2,22,7,0,0,0,7,4,2,1,0,0.6190476190476191,3.7142857142857144,5,1.0,0.2727272727272727,0.8181818181818182,4,100,2,0.6640641265641081,0.62,0.7144242424242424,32.996771,32.673,0.6419199999999995,0.26440000000000197,5.666571,5.871649999999999,0.38,0.5273609999999999,0.0,0.016889820175053298,0.0,0.772
G-317,22,20,2,58,43,4,1,5,38,6,12,14,6,0.929125138427464,39.02325581395349,42,1.0,0.36363636363636365,6.590909090909091,37,100,1,0.0,1.0,1.0,54.42285,56.388000000000005,4.109654999999999,3.7864499999999985,8.476979,8.291599999999997,0.0,0.0,0.0,0.0,0.0,1.0
G-318,22,20,2,45,3,0,0,0,3,3,0,0,0,0.6666666666666666,1.3333333333333333,2,1.0,0.18181818181818182,0.2727272727272727,2,100,1,0.0,1.0,1.0,25.322086,25.60275,5.496296,5.563049999999999,25.322086,25.60275,0.0,0.0,0.0,0.0,0.0,1.0
G-319,22,20,2,23,11,0,0,0,11,4,4,2,1,0.7636363636363637,7.636363636363637,10,1.0,0.3181818181818182,1.5,8,100,1,0.0,1.0,1.0,40.424239,39.60675,3.2477999999999994,3.1663999999999994,21.702365,21.418549999999996,0.0,0.0,0.0,0.0,0.0,1.0
G-320,22,20,2,22,4,0,0,0,4,3,1,0,0,0.6666666666666666,2.0,3,1.0,0.22727272727272727,0.4090909090909091,3,100,1,0.0,1.0,1.0,23.609036,24.4114,17.995706,18.3627,22.535637,23.37115,0.0,0.0,0.0,0.0,0.0,1.0
G-321,22,20,2,42,11,0,0,0,11,7,3,1,0,0.8909090909090909,8.909090909090908,10,1.0,0.36363636363636365,1.2272727272727273,10,100,1,0.0,1.0,1.0,50.197289,50.14515,2.9699980000000004,2.9954,11.91388,11.92475,0.0,0.0,0.0,0.0,0.0,1.0
G-322,22,20,2,47,9,0,0,0,9,5,3,1,0,0.8333333333333334,6.666666666666667,8,1.0,0.36363636363636365,1.0454545454545454,8,100,2,0.40496348506393853,0.86,0.8175757575757576,38.844384,38.9641,4.432359999999999,4.232949999999999,11.473346999999999,11.359650000000002,0.14,0.2275030000000001,0.0,0.00591141829585035,0.0,0.895
G-323,22,20,2,51,46,2,2,4,42,4,5,13,20,0.9516908212560387,42.82608695652174,45,1.0,0.5454545454545454,8.409090909090908,41,100,3,0.5100141347418471,0.82,0.8085606060606061,69.191727,69.357,3.685561999999999,3.6844999999999963,14.126448,14.208150000000003,0.18,0.6977600000000002,0.0,0.010932462612563292,0.0,0.88625
G-324,22,20,2,47,11,0,0,0,11,4,5,2,0,0.8181818181818182,8.181818181818182,10,1.0,0.3181818181818182,1.4090909090909092,8,100,2,0.4558862130273584,0.83,0.7624579124579125,31.917197,31.77315,0.8016779999999999,0.7998499999999993,3.3579660000000002,3.053350000000002,0.17,0.18410299999999996,0.0,0.006574918088816906,0.0,0.8583333333333333
G-325,22,20,2,22,23,1,1,2,21,5,6,7,3,0.8814229249011858,19.391304347826086,21,1.0,0.36363636363636365,3.4545454545454546,20,100,1,0.0,1.0,1.0,66.466922,66.49494999999999,6.620806,6.574499999999997,12.316120999999999,12.167749999999998,0.0,0.0,0.0,0.0,0.0,1.0
G-326,22,20,2,22,7,0,0,0,7,4,3,0,0,0.5238095238095238,3.142857142857143,4,1.0,0.3181818181818182,0.7727272727272727,4,100,3,0.47300290380251164,0.87,0.8792929292929293,38.818978,38.93514999999999,3.298768,3.0327500000000036,9.886875,9.413349999999998,0.13,0.2733580000000001,0.0,0.007452627314374002,0.0,0.935
G-327,22,20,2,21,3,0,0,0,3,3,0,0,0,0.6666666666666666,1.3333333333333333,2,1.0,0.18181818181818182,0.2727272727272727,2,100,2,0.439669879401343,0.84,0.7284848484848485,7.360677,7.264,0.890531,0.8379000000000003,7.360677,7.264,0.16,0.19129399999999996,0.0,0.029486618138176268,0.0,0.84
G-328,22,20,2,33,2,0,0,0,2,2,0,0,0,1.0,1.0,1,1.0,0.13636363636363635,0.18181818181818182,2,100,2,0.3669249912727096,0.88,0.7866666666666666,3.203686,3.33725,1.569922,1.58825,,,0.12,0.03710400000000001,0.0,0.015925528009369132,0.0,0.88
G-329,22,20,2,26,6,0,0,0,6,3,1,2,0,0.7333333333333333,3.6666666666666665,5,1.0,0.3181818181818182,0.7727272727272727,5,100,2,0.22696752250060448,0.94,0.8860606060606061,25.064195,25.5575,7.754424,7.785399999999999,10.916145,11.09515,0.06,0.074175,0.0,0.003677999114032482,0.0,0.94
G-330,22,20,2,42,23,0,1,1,22,7,8,5,2,0.7233201581027668,15.91304347826087,20,1.0,0.5,3.227272727272727,16,100,2,0.6268694575724263,0.68,0.7557800224466891,47.963,47.68295,2.2798109999999996,2.2195500000000017,6.3935830000000005,6.27505,0.32,1.0022249999999995,0.0,0.020946630576067018,0.0,0.8222222222222222
G-331,22,20,2,16,14,0,0,0,14,6,5,3,0,0.6153846153846154,8.0,10,1.0,0.5,1.7727272727272727,10,100,2,0.2787693717685874,0.92,0.8760942760942761,45.254608,43.764399999999995,3.0907410000000004,2.593700000000002,5.430114,5.2011,0.08,0.35026500000000005,0.0,0.008953497509988822,0.0,0.9333333333333333
G-332,22,20,2,35,6,0,0,0,6,3,2,1,0,0.6,3.0,4,1.0,0.2727272727272727,0.7272727272727273,4,100,1,0.0,1.0,1.0,51.446832,51.757999999999996,0.0923050000000002,0.0958000000000041,7.617667,7.446449999999999,0.0,0.0,0.0,0.0,0.0,1.0
G-333,22,20,2,31,7,0,0,0,7,5,2,0,0,0.8095238095238095,4.857142857142857,6,1.0,0.2727272727272727,0.7272727272727273,6,100,1,0.0,1.0,1.0,16.41327,15.92065,11.095269,10.4458,13.597326,13.53715,0.0,0.0,0.0,0.0,0.0,1.0
G-334,22,20,2,57,20,0,0,0,20,8,9,3,0,0.7736842105263158,14.7,17,1.0,0.4090909090909091,2.5,17,100,2,0.056001534354847345,0.99,0.992,43.28803,43.1447,6.354998999999999,6.0875,11.830446,11.8844,0.01,0.00398699999999998,0.0,0.0001013812463765163,0.0,0.996
G-335,22,20,2,27,11,1,0,1,10,5,4,1,0,0.7818181818181819,7.818181818181818,10,1.0,0.3181818181818182,1.2727272727272727,8,100,2,0.056001534354847345,0.99,0.988,44.790929,45.629850000000005,3.528367,3.4012499999999974,7.024011,6.870350000000004,0.01,0.0011629999999999896,0.0,3.816906631834214e-05,0.0,0.994
G-336,22,20,2,43,10,0,2,2,8,3,2,2,1,0.6666666666666666,6.0,8,1.0,0.4090909090909091,1.4090909090909092,7,100,4,1.137992197403023,0.38,0.5378571428571428,54.100389,55.2517,1.19916,0.441399999999998,6.3140279999999995,5.641199999999998,0.7,4.524689,2.2100500000000025,0.08040335263212943,0.042919661743869755,0.47725
G-337,22,20,2,23,4,0,0,0,4,4,0,0,0,0.6666666666666666,2.0,3,1.0,0.22727272727272727,0.36363636363636365,3,100,1,0.0,1.0,1.0,8.983848,8.7218,0.526771,0.5234500000000004,8.08332,7.89375,0.0,0.0,0.0,0.0,0.0,1.0
G-338,22,20,2,26,9,0,0,0,9,4,4,1,0,0.6388888888888888,5.111111111111111,8,1.0,0.3181818181818182,1.0909090909090908,6,100,2,0.056001534354847345,0.99,0.98,30.551204,30.5619,0.4151199999999999,0.42309999999999803,6.715301999999999,6.5351,0.01,0.003008000000000024,0.0,0.0001578820293719373,0.0,0.99
G-339,22,20,2,48,35,2,1,3,32,5,9,8,10,0.8773109243697479,29.82857142857143,34,1.0,0.4090909090909091,5.7272727272727275,27,100,1,0.0,1.0,1.0,74.953478,73.8116,1.0152500000000007,1.0450500000000034,5.481954000000001,5.331049999999998,0.0,0.0,0.0,0.0,0.0,1.0
G-340,22,20,2,34,15,0,0,0,15,8,5,2,0,0.6190476190476191,8.666666666666666,12,1.0,0.4090909090909091,1.7727272727272727,8,100,4,0.4148775458771262,0.9,0.894969696969697,55.769522,55.394149999999996,6.1886730000000005,6.033649999999998,12.288041,12.447350000000007,1.0,15.790925,15.47115,0.2728754700428492,0.25783463703305526,0.37523809523809526
G-341,22,20,2,47,22,0,0,0,22,6,11,5,0,0.9047619047619048,19.0,21,1.0,0.45454545454545453,2.9545454545454546,18,100,5,0.9207441810044903,0.65,0.7208080808080808,37.133347,36.5533,2.548277,2.1837500000000034,8.634463,8.591500000000002,0.35,0.711778,0.0,0.020640599406038504,0.0,0.819
G-342,22,20,2,25,10,0,0,0,10,3,2,2,3,0.8888888888888888,8.0,9,1.0,0.36363636363636365,1.5909090909090908,9,100,2,0.34651533691866615,0.89,0.9208888888888889,51.324195,50.897400000000005,4.684734,4.171700000000001,16.789988,16.276049999999998,0.11,0.16095700000000016,0.0,0.0031621831122428425,0.0,0.956
G-343,22,20,2,41,6,0,0,0,6,4,2,0,0,0.8,4.0,5,1.0,0.2727272727272727,0.6363636363636364,5,100,1,0.0,1.0,1.0,1.984639,2.0333500000000004,0.976687,0.98665,1.500893,1.51615,0.0,0.0,0.0,0.0,0.0,1.0
G-344,22,20,2,49,25,0,1,1,24,4,7,8,5,0.71,17.04,23,1.0,0.5,4.045454545454546,16,100,6,0.720888184652721,0.8,0.8357013497165012,109.367835,107.64070000000001,2.2288170000000007,2.2282499999999885,8.429012,8.23125000000001,0.2,0.6513129999999996,0.0,0.006125526234796112,0.0,0.9070303030303031
G-345,22,20,2,39,14,0,0,0,14,5,6,3,0,0.9120879120879121,11.857142857142858,13,1.0,0.36363636363636365,1.8181818181818181,13,100,2,0.40496348506393853,0.86,0.8540606060606061,54.893605,54.02235,2.762775,2.707600000000003,9.391168,8.84385,0.14,0.5124520000000004,0.0,0.01022436734646022,0.0,0.916
G-346,22,20,2,24,11,0,0,0,11,6,5,0,0,0.6181818181818182,6.181818181818182,8,1.0,0.36363636363636365,1.2272727272727273,8,100,2,0.34651533691866615,0.89,0.8516666666666667,34.732435,34.7761,6.137206,6.226299999999998,11.726030999999999,12.0585,0.89,11.28671,11.846499999999999,0.30186811645635064,0.3255401171741906,0.3325
G-347,22,20,2,39,24,1,0,1,23,7,7,3,6,0.7536231884057971,17.333333333333332,21,1.0,0.6818181818181818,3.590909090909091,20,100,3,0.11190205689093088,0.98,0.9781750841750841,63.49839,60.502750000000006,5.192773000000001,5.414249999999996,9.434033,9.799400000000002,0.99,21.507922999999998,19.7629,0.31775355335769945,0.33055233167505294,0.573
G-348,22,20,2,35,7,0,0,0,7,4,2,1,0,0.47619047619047616,2.857142857142857,4,1.0,0.36363636363636365,0.8181818181818182,4,100,1,0.0,1.0,1.0,46.234145,46.190200000000004,8.522751,8.490549999999999,21.389013000000002,20.9495,0.0,0.0,0.0,0.0,0.0,1.0
